Q,K1,K2,K3,K4,A
「笑いながら怒る人」のネタで知られるタレントは誰?2,竹中直人,ビートたけし,タモリ,所ジョージ,竹中直人
ビスマルクを首相に登用し、初代ドイツ和皇帝となった人物は誰 ?,エリザベス1世,ヴィルヘルム]1世,アーサー土,ルイ14世,ヴィルヘルム]1世
次のうち、 日本の自衛際のかつての名称はどれ 2   -,讐察予備際,防衛予備際,救管予備際,消防予備隊,讐察予備際
次のテレビ番組のうち、総合司会者の名前に色を表す漢字が使われているのはとれ?,徹子の部屋,ライオンのごきげんよう,笑っていいとも!,新婚さんいらっしゃい!,徹子の部屋
漫画家、手塚治虫が創設したアニメ制作会計の名前は何 2,塚プロダクション,虫プロダクション,手プロダクション,治プロダクション,虫プロダクション
目の酷使などが原因で、目がすぐに疲れてしまう症状を何という ?,近局,遠記,眼精疲労,ドライアイ,眼精疲労
ゴルフのパーとボギー。打数の差はいくつ2?,2打,1打,6打,4打,1打
ゴルフコースのフェアウェイが途中て大きく曲がっている様子を何という2?,キャットウォーク,ホースジャンプ,ドッグレッグ,モンキーテール,ドッグレッグ
俗に「たなごころ」とも呼ばれる体の部分はどこ2,手のひら,口のなか,上婚のあな,足のうら,手のひら
malE【の】EEあをのIE:まく環計記里の長城」の長さの合計は次のうちとどれ2?,約21000キロメートル,約21000ミリメートル,約21000メートル,約21000マイル,約21000キロメートル
ケイ酸を科人王議本誰れる、よく閉燥剤として何 垢議影 月は何?,      シリカゲル,凍K、 。 。 ビリルピン gm議較,。,bt 〔”〔 。 oo時,凍K、 。 。 ビリルピン gm議較
「クラムチャウダー」の具材に欠かせない貝は何2     ー,"wv こい や
ジンニニ",サザエ,カキ,ハマグリ,ハマグリ
お笑いで、演者が登場した瞬間に笑いが取れるような状態を、俗に何という ?,出オチ,出マチ,出グチ,出イチ,出オチ
「しのぎを前る」と言うときの「しのぎ」とは、もともと何の一部分を表す言葉 ?,昌,唱,月,橋,月
次の大相撲の元力士のうち、日本人なのは誰 ?,豪麻道,私牙丸,大砂嵐,白騰,豪麻道
単位としてはポアズ、元素記号としてはリンを意味するアルファベットは何 2,R,6),0,P,P
「Butterfly」や『愛のうた』などのヒット曲がある女性歌手は誰 ?,西野カナ,倖田來未,浜崎あゆみ,宇多田ヒカル,倖田來未
AKB48グループで、シングルのカップリング曲を歌うために編成されるユニットを何という ?,アンダーガールズ,オーバーガールズ,イーガールズ,スーパーガールズ,アンダーガールズ
畑健二郎の漫画『ハヤテのごとく品 の主人公・綾崎\ヤテは、三千院ナギの何にあたる ?,秘書,執事,奴款,上司,執事
スコットランドの地名がつけられた、多色のダイヤ型が並んただた模様は何?,チェック,アーガイル,ボーダー,ストライプブ,アーガイル
次のうち、元素ではないものはどれ ?,ネオン,ウラン,オゾン,チタン,オゾン
いわゆる「四鏡」のなかでもっとも古い時代を扱う、鎌倉初期に成立したとされる歴史書は何 ?,水鏡,風鏡,火鏡,地鏡,水鏡
花坂春、姫城桜子、敷島桜花などの人物が登場する、もりしげの漫画は何?,サクラサクラ,バキどもえ,みつどもえ,木曜日のフルット,サクラサクラ
ギリシャ福話の利ボボスにちなんで命名された、火星の第一衛星は何 ?,アマルテア,イオ,フォボス,ダイモス,フォボス
次のうち、格闘ゲーム『闘紳伝』のスピンオフ作品はどれ? 。,にとうしんでん,ギャロップレーサー,女旭異聞録ペルソナ,黒ノ十三,にとうしんでん
俗に・「コテハン」とも呼ばれる、匿名インターネット掲示板で名前を名乗るユーザーを何という?,コテコテハンドル,固定ハンター,固定ハンドル,コテコテハンター,固定ハンドル
ボウリングで、 「リリー」や「スネークアイ」といえば、何の種類 ?,レーン,ストライク,スプリット,ボール,スプリット
傘のマークで知られるブランド「アーノルド・パーマー」に名を残すのは、どんな競技の名選手 ?,アイスホッケー,スキー,ゴルフ,バスケットボール,ゴルフ
ポボニーテールやツインテールに使われる、付け毛のようなワンポイントウィッグを何という2?,ゴンス,リンス,バンス,ダンス,バンス
「グリーンモンスター」と呼ばれる巨大なフェンスで知られる、レッドソックスの本拠地球場はどこ ?,ドドジャースタジアム,フェンウェイパーク,ヤンキースタジアム,マーリンズパーク,フェンウェイパーク
次のうち、40年以上続いた元号はどれ ?,慶応,明治,大止,大正,明治
かつてのコンビ名を「ジパング上陸作戦」といった、吉本興業所属のお笑いコンビは何 ?,チャド・マレーン,マリ・マレーン,リビア・マレーン,スーダン・マレーン,チャド・マレーン
東京タダワーや東京ドームなどの建設を手がけた、大手総合建設会往はどこと,竹中組,竹中工務店,竹中建設,竹中工業,竹中工務店
「NPB」といえば、どこの国のプロ野球組織 ?       ー,日本,アメリカ,オランダ,イタリア,日本
曲いにおける心構えを述べた言葉「風林火山」で、「林の如し」といウルコルこり】ちめんっまっ 62,侵岳すること,しずかなること,動かざること,導きこと,しずかなること
アメリカの番組『パワーレンジャー・ダイノサンダー』の原作となった日本の特撮番組は何 ?,鍋風戦隊ハリケンジャー,侍戦隊シンケンジャー,爆竜戦隊アバレンジャー,激走戦際カーレンジャー,爆竜戦隊アバレンジャー
椎名軽穂の少女漫画『君に届け』で、主人公・黒沼爽子のあだ名は何?,貞子,砂かけ婆,雪女,猫娘,貞子
木星の4つの衛星を発見したイタリアの天文学者は誰?,ケプラー,ガリレオ・ガリレイ,アリストテレス,ファーブル,ガリレオ・ガリレイ
ヒンデンブルク号、ツェッペリン伯号といえば、どんな乗り物?,へリコプター,飛行船,ジャンボジェット,熱気球,飛行船
次のうち、元AKB48のメンバーは誰,生田衣梨奈,藤井萩花,日石麻衣,倉持明日香,倉持明日香
"ンクめい、 、、ンととるング仁和る> ( ) ごで
ぐれる川は回/親町本アー | いいヽヽ",    ナイル川,ガンジス有川,         テムズ川,ハドソン有川,    ナイル川
競走馬育成ゲームの「ダビスタ」を略さずに言ったものはどれ2,ダービースタジアム,ダービースタジオ,ダービースタンス,ダービースタリオン,ダービースタリオン
村上春樹の小説『世界の終りとハードボイルド・〇〇〇ランド』の〇〇〇は何 2,ミラクル,ドリーム,アニマル,ワンダー,ワンダー
日本で「西高東低」の気圧配置がよくみられる季節はいつ 2?2,春,鼻,秋,冬,冬
サッカーのプロリーグ・ブンデスリーガがある国はどれ ?,ドイソツ,イギリス,フランス,イタリア,ドイソツ
東北地方の郷土料理「せんべい汁」に使われる、八戸名物の煎餅は何 ?,味噌煎餅,南部了煎餅,海老煎餅,卓加煎餅,南部了煎餅
次のうち、発明者であるドイツ人技術者にちなんで名付けられたエンジンはどれ2?,ロータリーエンジン,ディーゼルエンジン,ジェットエンジン,レシプロエンジン,ディーゼルエンジン
数学が得意な天才少年を主人公とする加藤元活のミステリー漫画は『「<`〇つつ〇証明終了』。 の〇〇は何 2,M.I.T.,R.H.,C.M.B.,Q.E.D.,Q.E.D.
本名を春日歩という、漫画『あずまんが大王』に登場する関西からやってきた転校生は誰 ?,札幌,仙台,大阪,斑岡,大阪
ハワイ語の「速い」に由来する、手還にウェブページを編集できるシステ/を何という 2?,プレス,ウィキ,ストレージ,ブログ,ウィキ
十支に想像上の生き物はいくつある ?,4つ,1つもない,2つ,1つ,1つ
「Chiquitita』」や【Money MoneyMoney』など、ABBAの曲で物語が経られるミュージカルは何 ?,レ・ミゼラブル,シンカゴ,アニー,"マンマ・ミ
ミーア !","マンマ・ミ
ミーア !"
サッカーの「ドーハの悲劇」でおなじみのドーハに首都を置く、中東の国はどこ3?,イスラエル,カタール,トルコ,イラク,カタール
『ドクター・ノオ』や『ダイ・アナザー・デイ』 といえば、何という映画のシリーズ ?,スター・ウォーズ,00/,拓の惑星,ターミネーター,00/
モーセなどが登場する『旧約聖書」の2番目の書『出OOO記』。〇〇(〇に入る言葉は何 2,エジプト,イギリス,ブラジル,アメリカ,エジプト
古代中国や日本で用いられた時計「漏九」とは、どんな種類の時計 ?,水時計,振り子時計,電波時計,日時計,水時計
テリー伊藤の実家は、築地にある何の名店 ?,卵焼き,寿司,かつ丼,焼肉,卵焼き
石原慎太郎の著書『天才』にその生涯が描かれた元首相は誰 ?,田中角栄,伊藤博文,吉田茂,小泉純一朗,田中角栄
次のうち、野球で、投手が打者に向かって投げる球はどれ2 。,変化球,南年球,牽制球,自打球,変化球
