Q,K1,K2,K3,K4,A
次のうち、国内のレース場が最も少ねい競技はどれ2?,オートレース,競輪,宮艇,,オートレース
高級ワインの「口マネコンティ」は、フランスの何地方原産 ?,シャンパーニュ,ボルドー,プロヴァンス,ブルゴーニュ,ブルゴーニュ
楽屋に出入りして内部事情に詳しい人のことを何という 2,楽屋とんぼ,楽屋カラス,楽屋ハト,楽屋雀,楽屋雀
伝統あるボートレース大会であるへンリー・レガッタが開催される有川はとどこ?,テムズ川,ローヌ有川,セーヌ有川,ライン川,テムズ川
ウェイトリフティングにおいて、競技を行う台のことを何という ?,コンコースズスズ,プラットホーム,ターミナル,ステーション,プラットホーム
アメリカのテレビドラマ【『ER緊急救命琶』で、ダグラス・ロスを演じた俳優は誰 ?,モーガン・フリーマン,アラン・アーキン,ティム・ロビンス,ジョージ・クルーニー,モーガン・フリーマン
島根県の容道湖と連なる汽水湖として正しいのは?,黒海,紅海,死海,中海,中海
漫画「ワンピース」でサウザンドサニー号の船の種類は?,スループ,バーケンティン,不思議船,キャラヴェル,スループ
写真週刊誌「Emma」が創刊されたのは何年?           」     ーー,1985年,1995年,1999年,1984年,1985年
地震の揺れの程度を表す「岩度」の中で、最も絞いものは何 ?,震度0,岩度1,震度0絆,岩度1騰,震度0
アクションゲーム 「いっき』で、1プ4二天ミゴとうと円包,権べ,田埋,助左衛門,カン太郎,権べ
次のうち、地下を走る鉄道がある都証はどれ2?,長野市,盛岡市,大津市,岡山市,長野市
次のうち、探取するとなくなる枯当還三店友和RTひ】ちたちず2 呆2,石油,水,ウラン,天然ガス,水
アニメ『きんぎょ注意報!!| のNG2と<セ<の記ゴクとう:ちく円W,わびぴこ,あびこ,ばびこ,ろびこ,わびぴこ
向井理の「のだめカンタービレ」での役名は?,峰龍太郎,千秋真一,奥山真澄,奥地怠,峰龍太郎
東京タワーの展望台があるのは、高さ150mと何mの地点 ?,250m,300m,100m,200m,250m
次のうち、実際にある星座はどれ?,ハチ座,ハエ座,ガ座,アリ座,ハチ座
いくつかに割れて持ち連べるところから名が付けらた、歌舞伎の背景となる大道具といえば何 ?,学割,頭割,役割,書害,書害
ルル転当た9の』三転きのIIに0,約3万3千倍,約33万倍,約330万倍,約100万倍,約33万倍
かつて小アジアと呼ばれた地域は、どこの国 ?,サウジアラビア,トルコ,イラン,インド,トルコ
1901て02年にハンムラビ法典の原文が発見されたペルシアの古都は?,ペルセポリス,バビロン,ニネヴェ,スサ,スサ
「ラムサール条約」に名のある「ラムサール」という都市は、どの国にある?,イラン,パキスタン,イラク,インド,イラン
熱中性子によりプルトニウムを核分裂反応させて発電を行う原子炉のことを何という?,ウラマニアム,プルサーマル,モラトリアム,サナトリウム,プルサーマル
『メイン・テーマ』や『あなたを・もっと・知りたくて』などのヒット曲でも知られる女優は誰 ?,南野陽子,松田聖子,小泉今日子,楽師丸ひろ子,楽師丸ひろ子
間画「ワンピース」で、元バロックワークスの定員であるMr3の本名は次のうちどれ?,ボルサリーノ,ガイモン,ギャルディーノ,ベンサム,ギャルディーノ
永久染毛料はへアダイ、では邊永久染毛料は一般に何という?  「,ハーフダイ,"へ アア
アマニ
ニキ
ユア",メッシュダイ,ヘアカラー,"へ アア
アマニ
ニキ
ユア"
代表作に『少女セクト』 『星川銀座四丁目』がある漫画家「玄鉄約」。この名前は何と読む ?,くろがねじゅん,くろがねとも,くろがねあや,くろがねけん,くろがねけん
元リリーガーの和森島宮喝といえば、次のうちどこのチームで活躍した選手?,マリノス,サンフレッチェ,セレッソ,レッズ,マリノス
次のうち、秋の七草に含まれない柚義はどれ2?,キキョワウ,ナデシコ,オミナエシ,ナズナ,ナズナ
次の女性ボーカリストのうち、4年に1度しかない2月29日の生まれなのは誰 ?,YUKI,件都美子,持田香織,吉岡聖恵,吉岡聖恵
次のうち、中部地方にない在野は?,越後企野,新居浜不野,濃尾在野,黒部川局状地,新居浜不野
地球上に存在する水のうち、海水の占める割合はどの程度 ?,7/.5%,9/.5%,67.5%,8/.5%,9/.5%
次のうち、Perfumeのメンバー、「のっち」のフルネームはどれ2?,川島海茶,大本彩乃,森野有香,西脇綾香,大本彩乃
愛知県名古屋市が発締のラーメンは次のうちどれ2?,江南ラーメン,ナナちゃんラーメン,台湾ラーメン,愛ラーメン,台湾ラーメン
大阪の地名「松屋町」の読み方は正式には「まつやまち」ですが、一般には何と呼ばれる?,しょうくちよょよう,まっちゃまち,しょようやちょう,まつやまち,まっちゃまち
幸村誠の漫画『プラネテス』の主人公、星野八郎太は何と呼ばれている ?,エーデル,ハチマキ,レニー,タナベ,ハチマキ
次のうち、イタリアのサッカー・セリエAのクラブはどれ?,レアル・マドリード,シャルケ04,ウディネーゼ,アーセナル,ウディネーゼ
NHK大河ドラマ『いだてん』で、主ノ公の一人・田畑政治を演じた役者は上:壮4,中村勘九郎,竹野内豊,役所広司,阿部サダヲ,阿部サダヲ
「ONE PIECE FILM STRONG WORLD」の主題歌を歌ったのは誰?,スピッツ,MrChildren,PArc-ンen<ンCiel,RADWIMPS,MrChildren
夏季オリンピックで日本人が初めて金メダルを和鈴得した陵上種目は何 ?,ハンマー投げ,400mハードル,三段跳び,マフソン,三段跳び
池田邦彦の漫画 『カレチ」はどんな業界を舞台にしている?,鉄道,プロ野球,映画,テレビ局,鉄道
山田流や生田流などの流派がある和楽准は何?,琵琶,尺八,三味線,琴,琵琶
_ 循環のつ〇」や「無限〇〇」の〇〇にあてはまる言葉は次のうちどれ ?,素数,整数,分数,小数,小数
特に道路標識が無い場合、高速道路を普通自動二輪車で走ることができる法定最高速度は時速何km ?,時速8Okm,時速100km,時速120km,時速60km,時速100km
バスケットボールのゴールの後ろに付いているバックボードは、元々何の目的でご付けられたもの 2,観客による妨害の防止,ゴールを見やすくする,選手の安全の確保,ゴールの揺れ防止,観客による妨害の防止
次のうち、熱を加えると硬くなる「熱硬化性」という性質を持つため、耐熱性の高い合成樹脂はどれ ?,ポリスチレン,尿素樹脂,ポリエチレン,メタクリル樹脂,尿素樹脂
次のうち、愛知県の泌美生島で、夜間に電灯を点けて栽培されている植物はどれ ?,"ツン
ツ",サクラ,キク,ワメ,キク
宝石の重さを表す単位 「カラット」は、元々どんな意味 ?,衣,花のつぼみ,ガラス,イナゴ豆,イナゴ豆
代表作に『カレーの市民』などがあるフランスの彫刻家は誰 ?,ダリ,ダ・ヴィンチ,ロダン,ピカソ,ロダン
1リットルは何テデシリットル?,10000,1000,10,100,10000
「リイソップ昔話』で知られるイソッフはどこの国の人物 ?,ドイツ,イタリア,ギリシャ,イギリス,ギリシャ
江戸幕府8代将軍吉宗、14代将軍家茂が将軍になる前にともに藩主を務めていた藩はどこ?,水戸藩,紀州藩,,編井落,紀州藩
大相撲の本場所が行われる月は次のうち、どれ?,12月,9月,8月,2月,9月
インターネットで、「FYI」とはどんな意味を表す略語2,個人ごとですが,ご参考までに,長文で失礼します,返信を希望します,ご参考までに
次のうち、つげ和表春の漫画はどれ ?,歯車式,ぜんまい式,ばね式,ねじ式,ねじ式
次のうち、一等星を二つ持たない星座はどれ2    「,ケンタウルス座,で た ご座,みなみじめゅうじ座,オリオン座,で た ご座
戦国武持で、信忠、信雄、信孝.…と言えば、何のこと?,信長の兄弟達,信長の子供達,信長の松父達,信長の従兄弟送,信長の子供達
アメリカで大統領の就任式が開かれるのは、何月何日と定められている ?,9月20日,3月20日,6月20日,1月20日,1月20日
漫画「魔太郎がくる!!」の続編のタイトルは?          -,魔太郎が行く,魔太郎が斗う,魔太郎が翔ぶ,魔太郎が候む,魔太郎が翔ぶ
第1回冬季五輪が開催されたシャモニーは、ヨーロッパのどこの国にある ?,フィンランド,ポボポルトガル,フラフランス,ギリシャ,フィンランド
フランス語で「4」を意味する単語は何 ?           -,キャトル,メ ノ,サンク,トロワ,キャトル
テレビ朝日の番組『題名のない音楽会』で司会を務めていたバイオリニストは誰 ?,七嶋能,五嶋能,九嶋龍,三嶋龍,五嶋能
シュメール時代を起源とする、メソポタミア諸都市で建設された聖塔は次のうちどれ?,オベリスク,ピラミッド,ミナレット,ジッグラト,ジッグラト
「ジャンプ週間」の最後の会場はどこ 2,ビショフスホーフェン,インスブルック,ガルミッシュ,オーベルストドルフ,ビショフスホーフェン
ラジオのパーソナリティをやっている鷲崎健と構成作家の伊編部財の2人のユニットの名前は何?,PAPUWA,PORUNO,POKKURI,POARO,POARO
「リポビタンD」の台湾での販売名は次のうちどれ2?,力保美達,力保健,LIPOVITAN,LIPOVITAN-D,力保美達
次のうち、シャーリーズ・セロンが出演している映画は?,告発者,告発,告発のとき,丘発の行方,告発のとき
「アメリカライオン」や「クーガー」とも呼ばれる、アメリカ大陸に生息するネコ科の動物は何 ?,チーター,ピューマ,ヒョウ,ジャガー,ピューマ
真珠でおなじみの「ミキモト」の「M」をかたどったエンブレムのことを何という ?,サークルM,ラウンドM,ループM,リングM,サークルM
