「やまびこ」とも呼ばれる、声や音が山や谷に反響することを何という?,理系,のぞみ,こだま,ひかり,たにがわ,こだま
かつて生息していた、上顎の犬歯が大きく発達したネコ科の肉食獣は回角,理系,ダガータイガー,カタナタイガー,サーベルタイガー,レイビアタイガー,サーベルタイガー
ミツバチの時で、群れの中心となるメスのハチを何という ?,理系,魔王バチ,大王バチ,乙姫バチ,女王バチ,女王バチ
空気中で途中にさえぎるものがないとき、光はどう進む ?,理系,暗い方へ曲がる,天に向かっていく,直進する,水がある所に落ちる,直進する
リトマス紙やBTB溶液といえば、何を調べるために使うもの ?,理系,酸性かアルカリ性か,金属か非金属か,液体か固体か,有機物か無機物か,酸性かアルカリ性か
「1分間」は何秒 ?,理系,60秒,15秒,30秒,75秒,60秒
次のうち、ナトリウムの元素記号はとれ?,理系,Na,Nm,Ng,Nt,Na
建物の壁をスクリーンにして、映像を映し出す方法を「何マッピング」という2,理系,アトラクション,ナビゲーション,エキシビジョン,プロジェクション,プロジェクション
山崩れでせき止められた水や、集中豪雨の水が、一気に激しく流れることを何という ?,理系,ナパーム水,ミサイル水,レーザー水,鉄砲水,鉄砲水
次のうち、日本人物理学者の名前に由来する、長さの単位はどれ?2,理系,ユカワ,キュリー,エジソン,アインシュタイン,ユカワ
アメリカ・フロリタダ生島東岸にある宇申ロケット発射基地は「〇OO)宇由センター」。〇〇〇は何 ?,理系,ドゴール,ケネディ,サッチャー,プーチン,ケネディ
次のうち、「下痢止め」はどれにあたる ?          -,理系,政店剤,成長剤,清聴剤,素腸剤,素腸剤
「アメリカカ航空宇宙局」のことを、アルファベット4文字で何という ?,理系,NASU,NASA,NASI,NASO,NASA
次のうち、氷が水に浮く理由としてIBMのME31の】ち2ル6放/,理系,氷が磁力で引っ張られる,氷は透明で光を通す,水の中に微生物がいる,氷は水より密度が小さい,氷は水より密度が小さい
次のうち、ナトリウムの元素記号の表記として正しいのはどれ ?,理系,Na,,4,nA,Na
水流を利用して移根車を回転させることで、機械的動力を得る装置のことを何という ?,理系,風車,水車,滑車,汽車,水車
体長5mに達するものもいる、タコの中でも最大の種類は何 ?,理系,ミズダコ,カミナリダコ,ツチダコ,ヒダコ,ミズダコ
吸入すると中毒のおそれがある、塗料の原液を薄めるために用いられる有機溶媒は何?,理系,シンカー,シンガー,シンナー,シルバー,シンナー
テレビでおなじみ、天達武史、森田1光といえは職業は何 ?,理系,歯科技工士,気象予報士,救急救命士,宇宙飛行士,気象予報士
次のうち、ふさふさした毛が特徴的Ve:ゴリアちず2ル時2   「,理系,チャウチャワウ,ホンマカイナ,ナンデヤネン,セヤセヤ,チャウチャワウ
科学実験などで、「揚振 (かくはん) する」といえば、何をすることを意味する ?,理系,のむ,こぼす,あびる,かきまぜる,かきまぜる
空気の乾湿の程度を表す、空気中に稿まれた水蒸気の度合を何という ?,理系,湿度,"温度
ZI お<",感度,硬度,湿度
次のうち、元素ではないものはどれ 2?,理系,セメント,アルミニウム,チタン,鉄,セメント
「196」は、何分の1を意味する ?,理系,50分の1,100分の1,1000分の1,10分の1,100分の1
宇宙空間から飛来し、地球や惑星の表面に落下した物質を、一般に何という ?,理系,歯石,了石,懐石,石,了石
「ベルーガ」や「海のカナリア」の別名もある、寒い海にすむイルカの仲間は何 ?,理系,シロイルカ,アカイルカ,キイロイルカ,アオイルカ,シロイルカ
分数で、真ん中の線の上に書く数字を、「分母」に対して何という ?,理系,分児,分尼,分子,分妹,分子
「挫息になる」などといわれる、耳たぶが大きな耳のことを何耳という?,理系,寿耳,幸耳,連耳,貴耳,貴耳
原子番号8番、元素記号「0」で表される元素は何 ?   ーー,理系,窒素,酸素,ヘリウム,水素,酸素
ハチが人花から集めた蜜のことを何といつ ?,理系,マーガリン,ハナミツ,ジャム,バター,ハナミツ
電気分解の際に用いる、電解質の溶けた溶液を何という 2?,理系,電解液,ベネディクト液,ルゴール液,フェーリング液,電解液
1949年に日本人初のノーベル賞であるノーベル物理学賞を受覚したのは上:壮4,理系,分川敏英,朝氷振一郎,白川英樹,混川秀樹,混川秀樹
日本では沖縄や九州で栽培される、茎の汁から砂糖が作られるイネ科の植物は何 ?,理系,サトウキピ,サトウコムギ,サトウタケ,サトウススキ,サトウキピ
SI基本単位のひとつ「アンペア」は何の単位 ?        「,理系,,電力,,電圧,
ある昆虫の名前が付いた、世界で一番小さな鳥は何?,理系,ハチドリ,チョウドリ,カブトドリ,アリドリ,ハチドリ
次のうち、「入道雲」の正式な名前はどれ ?     -  「,理系,積乱寺,反乱寺,錯乱雪,混乱吉,積乱寺
人体に存在する血管を大きく3つに分けると、動脈、静脈と何 ?,理系,毛細血管,極小血管,微細血党,細胞血官,毛細血管
「C」 「C++」 「Java」といえば、コンピューターに関する「〇〇〇言語」。〇〇〇は何 ?,理系,ロッククライミング,グルーミング,チャーミング,プログラミング,プログラミング
次のうち、春の七草に含まれないものはどれ2?,理系,セリ,ホトケノザ,アサガオ,ナズナ,アサガオ
一度磁気を帯びたあと、その磁力を長く保つ磁石のことを何という ?,理系,永楽磁石,永眠磁石,永遠磁石,永久磁石,永久磁石
光は1秒間に、次のうちどのくらい進むといわれる 2,理系,北海道を7周告,地球を7周午,日本を7周牛,山手線を7周年,地球を7周午
魚類や両生類の子供が使用する呼吸器官は何?   「,理系,"た三
気官",肺,気孔,えら,えら
一般に、生物が成長し大きくなるのは、何の数が増加するから?,理系,体液,霊魂,細胞,ゲノム,細胞
1957年に日本が初めて南極に建設した観測基地は何 ?,理系,大正基地,昭和基地,在成基地,明治基地,昭和基地
次のうち、一般的な「ペンギン」の説明として適切でないものはどれ?,理系,陸上では直立して歩く,空を飛ぶことができる,魚を食べる,鳥の仲間である,空を飛ぶことができる
病院の「集中治療至」を、アルファベット3文字で何という ?2,理系,IUC,CUI,ICU,UIC,ICU
「ボルト」といえは何の単位 ?,理系,抵折,電圧,磁力,,電圧
次のうち、植物のつくりにないものはどれ2?,理系,歯茎,主根,雄化,子葉,歯茎
次のうち、火山岩はどれ ?,理系,朱雀岩,日虎岩,玄武岩,"=括 エニー
月 回石",玄武岩
イヌやネコの足の裏にある、弾力のある盛り上がった部分を何という 2?,理系,肉球,足球,指球,毛球,肉球
57度17分を1とする、国際単位系で定められている角度の単位は何?,理系,メジアン,アジアン,タジアン,ラジアン,ラジアン
角度を測るために用いる、キ邊円の形をした道具は何2?    「,理系,定規,コンパス,ホッチキス,分度器,分度器
中乳類の中で唯一空を飛べる動物は円時,理系,イモリ,ヤモリ,コウモリ,タモリ,コウモリ
次のうち、「水素イオン濃度指数」を表す言葉はどれ ?,理系,溶質,アルカリ,酸性,ペーハー,ペーハー
回転する物体に生じる、円の中心から遠ざかる向きに働く力は「〇〇9!⑳)たく計。,理系,安心,慢心,車心,"ゞ主 ヽ
須選","ゞ主 ヽ
須選"
毛織物の素材として用いられる、ヒツジの毛を何という ?2,理系,ウール,ブール,モール,エール,ウール
次のうち、三角形の面積を求める公式はどれ2,理系,"年径
径x午径xm",底辺x高さ,底辺x高さ=2,直径xr,底辺x高さ=2
親の特徴が子孫へと継承される現象のことを、生物学では何という ?,理系,生殖,分化,遺伝,呼吸,遺伝
数学では「体積」、物理では「速さ」、 化学では「バナジウム」を表すアルファベットは何 ?,理系,V,Y,X,W,V
気化熱を利用して温度を下げるために、地面に水をまくことを何という?,理系,逃げ水,呼び水,打ち水,湧き水,打ち水
玄米から委などを取り除き、米を白くすることを何という ?,理系,靖米,精米,清米,晴米,精米
「ジャイアント」 「レッサー」といえば、どんな動物 ?,理系,パンダ,シマウマ,カバ,キリン,パンダ
モールス信号で、長音は「ツー」といいますが、短音は何という?,理系,トン,コン,ポン,ロン,トン
特定の抗原に対して、和免疫反応が過和剰に引き起こされることを何という?,理系,オーバードーズ,アレルギー,ストレス,守忌,アレルギー
次の調味料のうち、氷にかけることで、氷の温度を大きく下げることがこまう3の】たぎの光明4,理系,醤油,胡概,酢,塩,塩
次のうち、了肉食恐竜はどれ ?,理系,アンキロサウルス,ブラキオサウルス,ティラノサウルス,アパトサウルス,ティラノサウルス
人間に飼われていない猫のことを、「飼い猫」に対して何という ?,理系,そとねこ,のらねこ,なめねこ,のらくろ,のらねこ
"ドイツ語
ン 詞 で  「
爆弾」という意味がある、高圧の気体や液体を入れる金属吉の容器を何という ?",理系,ポット,ボンベ,バケツ,スプレー,ボンベ
シャチ、シマウマ、ジャイアントパンダに共通する、主な体の色は何色と何色 ?,理系,黄色と緑色,茶色と紫色,白色と黒色,赤色と青色,白色と黒色
