Q,K1,K2,K3,K4,A
チューリップやヒヤシンスにある、養分を蓄えて肥大化した地下部を何という2,球根,円雛根,円柱根,トーラス根,球根
NHK BSプレミアムで放送された、架空の虫を主人公としたアニメ !C)〇かじり虫』。 のの〇は何 ?,あたま,おなか,うで,おしり,おしり
2016年公開の劇場版『名探偵コナン』のタイトルは何 ?,新・のび太の日本誕生,ガンバと仲間たち,イタリアから来た少年,純黒の悪夢,純黒の悪夢
レモニンルアーニニトク 時おいとすと 8んな魚を使った料理 ?,マス,サケ,サバ,タラ,サケ
次のうち、加山雄三のヒット曲はどれ 2?,舌人よ,偉人よ,旅人よ,法人よ,旅人よ
青森で夏に行われる祭りは「〇〇O〇まつり」。〇〇〇は ?,ねとり,ねぶた,ねうし,ねうま,ねぶた
「おたふくかぜ」といえば、次のうち、どこが腫れる症状で知られる病気 ?,耳のト,足の裏,お腹の周り,頭の上,耳のト
原爆の投下を庶民生活の日常的語点からとらえた、井伏能二の長編小説は何 ?,黒い雨,黄色い雨,青い雨,日い十,黒い雨
ラグビーで、「PG」と表記されるプレーは何 ?,パートゴール,ポータブルゴール,プロテクトゴール,ペナルティゴール,ペナルティゴール
メジャーリーグで「サイ・ヤング賞」を受賞できるポジションはどご2,捕手,内野手,投手,外野手,投手
次のゴルフクラブのうち、普通、最も飛距離が出るものはどれ ?,5番ウッド,1番ウッド,3番アイアン,パター,1番ウッド
サッカーで、俗に「信る」といえば、次のうちどんなプレー ?,激しいチャージ,汁をたくさんかく,水分を補給する,口汚いヤジ,激しいチャージ
国家公務員控用!種試験に合格し、中央省庁の幹部候補として控用された公務員を俗に何という?,セレブリティ,エキスパート,ブルジョア,キャリア,キャリア
映画を、一般公開の前に、特定の観客に見せる催しを何という ?,大納会,歓迎会,"Aぬ4 すそへ、
子款玄",試写会,試写会
シミュレーションゲーム『大航海時代』。 舞台となっているのは何世紀の世界 ?,21世紀,11世紀,16世紀,3世紀,16世紀
「後ろ髪を引かれる」といえば、次のうちどんな状態を指す言葉 ?,髪がとても伸びている,心残りがある,早く出て行きたい,強く引き留められる,心残りがある
妖退治の一族に生まれた亜村良守を主人公とする田辺イエロウの漫画は回角,結界師,うえさの法則,お茶にごす。,はじめてのあく,結界師
片方に分鍋を、もう片方に重さを計りたいものを乗せて使う理科の実駿娠具は何?,ビュレット,コニカルビーカー,上中てんびん,ピペット,上中てんびん
チョコレートの原料となる植物は円時,カカオ,カカン,カカリ,カカト,カカオ
にしうら染の漫画『前略、パリは甘くて苦いです。』の舞台となっている国はどこ ?,フフランス,イギリス,イタリア,ドイツ,フフランス
和音の中でも、短3度の音からなるコードを、「メジャーコード」 に対して何という ?,アンダーコード,バックコード,マイナーコード,インナーコード,マイナーコード
|っPA 7まく東ヨーロッパの国はとどこ?,ブルガリア,ウクライナ,マケドニア,モンテネグロ,ウクライナ
料理の盛り付けなどに用いられる、通常より少し長い箸を何という 2?,楽閉,魚箸,豆者,肉著,楽閉
野球で、打球を打った選手が最初に目指す塁はどこ ?2,1塁,本塁,3塁,2塁,1塁
テレビなどに使用されていた陰極線管を発明した、ドイツの物理学者は上:壮4,ブラック,ブラウン,ホワイト,グレイ,ブラウン
次のうち、手塚治虫の漫画はどれ ?,ホワイト・ジャック,オレンジ・ジャック,ブラック・ジャック,パープル・ジャック,ブラック・ジャック
物質が液体の状態を経ずに、固体と気体の間で状態を変化させることを何という3?,しょくじ,そしゃく,さゆうしゅう,しょうか,しょうか
アニメ『妖怪ウォッチ』のオープニングに使われた曲は『何のうた』 2?,ゲラゲラポーのうた,キラキラポーのうた,ワラワラポボーのうた,パラパラボーのうた,ゲラゲラポーのうた
「マリンスポーツ」の「マリン」とにどんな場所のこと ?2,海,街,山,家,海
玉置活二がボーカルを務めるロックバンドはどれ?,山岳地帯,安全地帯,航空地帯,危険地帯,安全地帯
もとはアメリカで考案された、蒸し曇さを表すための指標は何 ?,不満指数,不幸指数,不安指数,不快指数,不快指数
美術作品を「今日の一枚」と題して紹介する、テレビ東京の美術番組は回角,新美の巨人たち,"新音の
巨人
こち","新愛の
巨人たち",新聞の巨人たち,新美の巨人たち
Ep】タルコたすず/WrGI癌に|にaoプリさせるメイク道具は何 ?,ピーラー,シューター,ビューラー,ディーラー,ビューラー
競走馬・キタサンブラックのオーナーである演歌歌手は誰 ?,五木ひろし,北島三郎,細川たかし,森進一,北島三郎
ccゴゴ生きytム39りにた6とこの国の車人 ?,アメリカ,フフンス,ロンア,イギリス,アメリカ
フィギュア化もされた、漫画!よつばと!』に登場するダンボール製のロボットは何 ?,クリボー,ランボー,ダンボー,ブラボー,ダンボー
次のうち、和花粉などによって人箇の粘膜が刺激されて起こる生理現象はどれ?,まばたき,あくび,くしゃみ,せき,くしゃみ
巨人の永久欠番「3」は誰にちなむもの?   「  -,沢村栄治,川上哲治,王貞治,長嶋茂雄,長嶋茂雄
「波乗りジャパン」といえば、どんぁなスポーツの日本代表の愛称 ?,水上スキー,サーフィン,カヌー,セーリング,サーフィン
本名を井口薫仁という、たけし軍団の一員として知られるタレントは上:壮4,イスパニョーラ・タカ,ガダルカナル・タカ,イースター・タタカ,ガラパゴス・タカ,ガダルカナル・タカ
柏市、銚子市、船橋市などの都市がある都道府県はどこ ?,大阪府,秋田県,鹿児島県,千葉県,千葉県
地図記号で二重丸はどのような施設を表している ?,市役所,理吐,書祭者,学校,市役所
女性が装飾として帽子や髪の毛に付ける、帯状の織物を何という2,ちゃお,りぼん,なかよし,マーガレット,りぼん
備え付けの洗浴機を使って、有料で洗濯できるサービスを、普通、何という ?,コインランドリー,コインロッカー,コイントス,コインパーキング,コインランドリー
スマホゲーム 『D4DJ Groovy Mix』 はジャンルでいうと何ゲーム?,ロールプレイングゲーム,シューティングゲーム,パズルゲーム,音楽ゲーム,音楽ゲーム
父島、母島、兄島、姉島など、血緑関係を表す言葉に由来する名前の島が多くある諸島はどこ ?,歯舞群島,隠岐諸島,小笠原諸島,先島諸島,小笠原諸島
次のうち、裾が広がり波打っているように見えるデザインのスカートはとれ?,フレアスカート,コクテンスカート,プロミネンススカート,コロナスカート,フレアスカート
武道の世界でよく言われる理念。「何に始まり何に終わる」 ?,挙,食,礼,"せ寺
TP",礼
食用になるワラビやゼンマイなどの植物のことを、生えている場所から普通何という ?,空洒,海楽,田楽,山栄,山栄
AEに10K11=コニニ 巴上ル<肖三LN好角家としての一面も持つミュージシャンは誰 ?,サタン閣下,エンジェル閣下,ゴッド閣下,デーモン間下,デーモン間下
手を十字に交差させて発射する、ウルトラマンの必殺技は何 ?,スペシウム光線,ストリウム光線,ゼペリオン光線,メタリウム光線,スペシウム光線
次のうち、肉食動物はどれ?,シマウマ,ライオン,ゾウ,シカ,ライオン
画家レオナルド・ダ・ヴィンチの代表的な絵画はどれ?,マネ・リザ,モナ・リザ,スカ・ラザ,モカ・ラザ,モナ・リザ
コントの間にはさむ「ジャンガジャンガ」というアクションでおなじみのお笑いコンビは何 ?,パンクブーブー,南海キャンディーズ,日本エレキテル連合,アンガールズ,アンガールズ
スピルバーグ監督の映画『ジョーズ』で人々を襲った生き物は何 ?,サメ,バッファロー,ワニ,ライオン,サメ
ボクシングやラグビーで、選手が舌や歯の損傷を防ぐために口に入れて使う道具を何という ?,リガチャー,リード,バッフル,マウスピース,マウスピース
リコーラン』に従った本来あるべき姿へ原点回帰しようとする、ムスリムの連動を何という2?,イスラム前衛主義,イスラム原理主義,イスラム未来主義,イスラム印象主義,イスラム原理主義
唱歌『茶摘』」の歌いだしは「夏も近づく〇O〇OO〇」。〇〇〇に入る言葉は回角,八十八夜,二百十日,巧五三,七夕,八十八夜
次のうち、魚はどれ ?,カッケ,シッケ,ホッケ,ヤッケ,ホッケ
音が鼓膜を介さずに生体内部を通り、直接且の奥に届く現象を何という?,皮膚伝導,筋肉伝導,脂質伝導,骨伝導,骨伝導
次のうち、映画やイベントなどの見どころとなる場面を指す言葉はどれ?,サテライト,ハイライト,セルライト,ペンライト,ハイライト
ゲームの最後に登場するボスを「ラスボス」といいますが、 「ラス」は何の略 ?,ラスト,ラスコー,ラスベガス,ラスク,ラスト
「同温・同圧・同体積の気体に含まれる分子の数は同じ」という法則を、発見者の名前から何という 3?,メロンロの法則,アボガドロの法則,チェリモヤロの法則,ブドウロの法則,アボガドロの法則
次のうち、最も南に位置するものはとれ?,南回帰線,南極点,,北回帰線,南極点
