Q,Category,K1,K2,K3,K4,A
花見の時期に食べられる三色団子ので普通使われる色とは、ピンク、白とあと1つは何 ?,雑学,黄,黒,"に ゴ
月",緑,緑
外出先で食事をするために、食べ物を入れておく食器を指す言葉は何 ?,雑学,,相当,残当,弁当,弁当
お酒やお米の量をはかるために使う、木でできた四角い容器を何という?,雑学,カス,リス,ナス,マス,マス
熱や蒸気によって衣服のシワをのばす家電製品といえば何 ?,雑学,アイフォン,アイロン,アイコン,アイゼン,アイロン
大根や白茶などの野茶を、唐辛子やニンニクを混ぜた薬味で漬け込んで作る、朝鮮の漬物は何?,雑学,キムチ,キクチ,キムラ,キモナチ,キムチ
こするとインクが消えるボールペン「フリクション」シリーズを販売している文具メーカーは何 ?,雑学,ショウワノート,コクヨ,パイロット,オルファ,パイロット
12月24日は「クリスマス・Cこた 。1e】た円7         」,雑学,シブ,カブ,イブ,リブ,イブ
次のうち、実際にあるかんさつ類はとれ?,雑学,ビンカン,カンカン,キンカン,サンカン,キンカン
「シルクのハンカチーフ」などというときの「シルク」とは、日本語で何という素材のこと ?,雑学,紙,費,廊,絹,絹
唐絵とは、どこの国生まれの絵 ?,雑学,カザフスタン,カメルーン,カナダ,中国,中国
次のうち、初心者に向けて行う説明会を指す言葉はどれ?,雑学,リンボーダンス,フラダンス,ガイダンス,タップダンス,ガイダンス
次のうち、コンピュータ画面を操作するために、手で動かして使う機呈はどれ?,雑学,ラビット,ピッグ,キャット,マワウス,マワウス
その形から「ろうそく」に例えられることも多い、京都駅の正面にそびえる建造物は何 ?,雑学,京都タワー,あべのハルカス,東京スカイツリー,通天閣,京都タワー
「プリウス」や「カローラ」といった車を生産している会往はどこ ?,雑学,三菱目動車,日産目動車,トヨタ自動車,マツダ,トヨタ自動車
「トン」と「ツー」の2種類の音で情報をやり取りする、よく海上で使われる信号は何 ?,雑学,ライト信号,マルコーニニ信号,モールス信号,ベル信号,マルコーニニ信号
統の具の赤色と青色を混ぜると何色になる2?2,雑学,紫,緑,黒,欄,紫
日本一大きなトンボは?,雑学,オニヤンマ,イリオモテミナミヤンマ,カラスヤンマ,オオルリボシヤンマ,オニヤンマ
東京・上野にある、西郷隆盛の像が連れている動物は何 ?,雑学,獲,犬,牛,,犬
薬味として使われる、唐辛子に陳皮や胡廊、山概などを混ぜて作られるIDるら2とき幅2,雑学,導味唐辛子,八味唐辛子,七味唐辛子,五味唐辛子,七味唐辛子
次のうち、31日まである月はどれ ?,雑学,1月,4月,9月,6月,1月
北海道の海産物で、「日高」 「利尻」「細目」などの種類があるものは何 ?,雑学,サザエ,コンブ,ワカメ,アワビ,コンブ
ドラマや小説などの物語で、幸編なとを:の1の⑨!のj 中アド」という。〇〇〇は何 ?,雑学,ヒッピー,ハッピー,マッピー,ホッピー,ハッピー
シリアル食品の「コーンフレーク」の原料となる穀物は何 ?,雑学,ソフマメ,サツマイモ,コムギ,トウモロコシ,トウモロコシ
高野豆腐を作るとき、水分を抜くために欠かせない工程は何 ?,雑学,油で揚げる,ぬか床に漬ける,凍らせる,火で直接燃やす,凍らせる
次のうち、「髪の毛の手入れ」を意味する美容法はどれ?  」,雑学,オーラルケア,ハンドケア,ネイルケア,"へア
アケア","へア
アケア"
ボードゲーム「カタンの開拓者たち」や「モノポリー」で使用するサイコロはいくつ?,雑学,3個,5個,7個,2個,2個
「春の七草」に含まれる植物はどれ ?      」,雑学,トリ,アリ,セリ,マリ,セリ
サッカーや格闘技で、足でけることを何と言う?,雑学,サック,キック,ホック,コック,キック
小豆などのマメを砂糖につけたお菓子を何と言う ?,雑学,甘たまご,甘なっとう,甘とろろ,了甘のり,甘なっとう
次のうち、「シルバーアクセサリー」の主な原料となっている金属は回角,雑学,金,銀,イリジウム,日金,銀
魚介類を煮込んだ、フランス生まれのスープは「〇O〇O〇つベース」。〇〇のつつは何 ?,雑学,ナイヤ,ガイヤ,アイヤ,ブイヤ,ナイヤ
ゴボウを、鉛人筆を削るように薄く前ることを何という ?      「,雑学,さきがけ,さかざき,ささくれ,ささがき,ささがき
主にインターネット上で使用する名前「ハンネ」とは、何という言葉の略 ?,雑学,阪紳ネーム,ハンドルネーム,ハンターネーム,千分ネーム,ハンドルネーム
丼に盛ったご飲の上に、衣をつけて揚げた豚肉をのせ卵でとじた料理を一般に何という ?,雑学,ワケ丼,カツ丼,ヤスミ丼,マケ丼,カツ丼
スパゲティなどのイタリアのメンのことを何と言う?,雑学,パズル,パスモ,バジル,パスタ,パスタ
フランス料理でよく食べられるキノコ「〇OO〇OO〇ルーム」。〇のつの〇は何 ?,雑学,マツッツンシュユ,ラッシュ,ダッシュ,ガッシュ,マツッツンシュユ
次のうち、十二支に出てこない動物生和回記2,雑学,イノンシンン,ウマ,イヌ,ネコ,ネコ
次のうち、ハワイ原産のコーヒー豆の品種にあるのはどれ2?,雑学,カタマリ,フンマソ,コナ,ザラメ,コナ
の3ののjpまっ8明AUYZART】とすずれ 2?,雑学,はないちもんめ,向蹴り,かくれんばぼ,おにごっこ,はないちもんめ
次のうち、キノコはどれ?,雑学,マッナチメイト,マッシュルーム,マッシュポテト,マッチポンプ,マッシュルーム
次のうち、目動車につけられている堂笛装置はどれ ?,雑学,アトラクション,サカナクション,クラクション,"ファン
クション",クラクション
やりすぎると腸失転になると言われた、懐かしの遊具は何 ?,雑学,おはじき,フラフープ,条馬,ヨーヨー,フラフープ
お寿司で、マグロをノリで巻いたものを〇〇〇巻き。 〇〇〇は何 ?,雑学,てっか,りっか,はっか,しっか,てっか
次のうち、「最後の手段」を意味するのはどれ?   ーー,雑学,孫の手,奥の手,掴の手,山の手,奥の手
毎年7月15日ごろや8月15日ごろに行われる、租先の冥訪を新る仏事を何という2,雑学,お皿,お台,お鋼,お杉,お台
トウガラシをある鳥にたとえていうと何の爪 2,雑学,鷲の爪,鳩の爪,鷹の爪,燕の爪,鳩の爪
ピザ、パスタといえば、もともとどこの国の料理 ?,雑学,イギリス,ドイツ,イタリア,フフンス,イタリア
味噌や醤油、豆腐の原料となる作物生和回記2,雑学,大豆,インゲン豆,エンドウマメ,小豆,大豆
磁石の反発を利用して走る車両は「〇〇〇モーターカー」。〇〇〇は回角,雑学,マニア,リニア,ギニア,ンニア,リニア
インターネット関連企業「グーグル」をアルファベット表記したときに2回出てくる文字は「g」と何 ?,雑学,G,O,ーー,U,O
高速道路の「ジャンクション」を、アルファベット3文字で何という ?2,雑学,JIS,JCT,JTB,JAF,JCT
西洋料理に添えられる「洋がらし」のことを英語で何という ?,雑学,マヨネーズ,マスタード,ケチャップ,ウスターソース,マスタード
"""ナム
っ      0日はとんな
語呂合わせから、7月1食品の記念日 ?",雑学,ヨーグルト,オムライス,うどん,納豆,納豆
次のうち、ひき肉を使って作る、汁気の少ないカレーのはどれ?,雑学,ローマカレー,パーマカレー,テーマカレー,キーマカレー,キーマカレー
乱に態度を変えることを「〇〇〇を返す」。〇〇〇は ?,雑学,くび,かかと,ひじ,てのひら,てのひら
"学校で、授業の始まりや終わりを知らせるために鳴らされる、ベルなどの音を
何という
の",雑学,チョーク,チャイム,チェイス,チャンス,チャイム
下味をつけた牛肉を焼いて作る、「起国風すき焼き」を何という ?,雑学,ヤブコギ,プルコギ,スリコギ,アシコギ,プルコギ
元々、水牛の乳から作られた、イタリア・カンパニア州原産のフレッシュチーズは何 2,雑学,バラカ,モッツアァアレラフ,ルーレ・ハーブ,シュプレム,モッツアァアレラフ
次のうち、楽器はどれ?,雑学,ハープ,ロープ,カープ,シープ,ハープ
シーズー、ビーグル、紫といえばどんなペットの品種 ?,雑学,イヌ,ネコ,オウム,キンギョ,イヌ
「革命」や「都落ち」などのローカルルールがあるトランプゲームといえば何 ?,雑学,トランプタワー,7並べ,大富豪,ボーカー,大富豪
石狩鋼に投入する代表的な魚は?,雑学,鯉,鯖,災,鮭,鮭
次のうち、挽き肉や野茶を皮で包んで揚げた中華料理の点心はどれ ?,雑学,夏巻き,春巻き,冬巻き,秋巻き,春巻き
「大星日」といえば、何月何日のこと2? 。,雑学,1月15日,3月3日,7月4日,12月31日,12月31日
細長く切った生の牛肉に、ごま油や卵をかけた韓国料理は何 ?,雑学,ユッケ,ノッケ,シッケ,カッケ,ユッケ
取も火が通ったステーキの焼きさ加減はどれ2?,雑学,ミディアム,ウェルダン,レア,ミディアムレア,ウェルダン
日清食品の創業者・安藤百忠が開発した、世界初のインスタントラーメンは何 ?,雑学,ビーフラーメン,ポークラーメン,フィイッシュフーメン,チキンラーメン,チキンラーメン
