次のうち、化合物なのはどれ?,理系,窒素,水素,酸素,二酸化炭素,二酸化炭素
「水」の分子中に含まれる2つの元素といえば、水素と何 ?,理系,窒素,酸素,塩素,,酸素
人類初の月面着陸を果たした11号が有名な、NASAの宇宙飛行計画といえば何 ?,理系,ジェミニ計画,アポロ計画,マーキュリー計画,ルナ計画,アポロ計画
次のうち、口から摂取して使用する薬はどれ?2   「,理系,内服楽,点眼剤,座楽,軟営剤,内服楽
沖縄では「イラブー」と呼ばれる、ウナギのような細長い体をした海の生き物は何?,理系,ウミヘビ,ウミワウワン,ウミガメ,ワミネコ,ウミヘビ
ニッケルや鉄などからなる、深さ2900キロから中心までの、地球の中心部のことを何という ?,理系,知覚,遅角,近く,地柱,地柱
機械の接触部分の摩擦を少なくするために用いる油を何という ?,理系,潤滑油,ラー油,サラダ油,ゴマ油,潤滑油
冬に生ガキなどが原因で流行する、食中毒や胃腸炎を引き起こすウイルスは何 ?,理系,トロウイルス,ソロウイルス,ノロウイルス,コロウイルス,ノロウイルス
昆虫が入ったものが見つかることもある、植物の樹脂が固まってできた細色い化石を何という ?,理系,サンゴ,コハク,ルビー,真珠,コハク
ジャガイモにヨウ素をかけるとヨウ素が青紫色に変化するのは、何という成分と反応するため ?,理系,マルトース,セルロース,デテンプン,ベータカロチン,セルロース
20kmのトンネルを時速4kmで歩いた時、通りすぎるのに何時間かかる 2?,理系,10時間,5時間,30時間,4時間,5時間
次のうち、「ベクレル」や「シーベルト」といった単位に最も関係が深いものはとどれ?,理系,エネルギー,光,圧力,放射線,放射線
時間の「秒」の基準となっている、元素記号「Cs」の元素は何 ?,理系,カリウム,カルシウム,セシウム,バナジウム,セシウム
次のうち、黄道十二星座に含まれないのはとれ?,理系,おうし座,おおぐま座,おとめ座,おひつじ座,おおぐま座
ギリシャ語の「移動するもの」から命名された、+や-の電気を帯びた原子団は何 ?,理系,バリュ,マックス,イオン,トップ,イオン
「ユーラシア」や「フィリピン海」などがある、地球の表面を覆う岩磐は何 ?,理系,パレード,ポラード,パレート,プレート,プレート
「リニアモーターカー」といえは、次のうちどんな力で走る乗り物?,理系,原子力,磁力,火力,体力,磁力
記号「Bq」で表される、放射能の強さを表す単位は何 ?,理系,バークレー,バクロニム,バーレル,ベクレル,ベクレル
ニュートンが提唱した、あらゆる物の間に働く引力のことをなんという?,理系,全有引力,大有引力,万有引カ,汎有引力,万有引カ
「アメリカカ航空宇宙局」のアルファベット4文字の略称は何 ?,理系,NASA,JAXA,SETI,IAEA,NASA
一般的に、自動ドアが人を感知するのに用いられているセンサーは何 ?,理系,X線センサー,y線センサー,赤外線センサー,紫外線センサー,赤外線センサー
次のうち、アフリカのサバンナに多く生息するキリンはどれ?,理系,ガーナキリン,ケニアキリン,マサイキリン,コンゴキリン,マサイキリン
「弁慶の泣き所」という別名もある体の部分はどこ 2,理系,むね,ほね,すね,はね,すね
「ミヤマ」 「ヒラタ」 「ノコギリ」などの種類がいる、子どもにも人気の昆虫は何 ?,理系,クワガタムシ,ヤセガタムシ,カミガタムンシン,ゼニガタムシ,クワガタムシ
茶わん蒸しなどに入れられる「ギンナン」といえば、どんな植物の実 ?,理系,モミンジ,イチョワウ,スギ,サクラ,イチョワウ
有機物が不完全燃焼することによって発生する炭素の微粒子はどれ ?,理系,すす,ささ,そそて,せせ,すす
次のうち、その多くが空中に和糸で巣をつくって生活する中はどれ2?,理系,ハチ,ハエ,クモ,アリ,クモ
「夕立ち」がよくみられるのは、一般的に、次のうちどの季委 ?,理系,春,冬,秋,夏,夏
pH (ペーハー) で、アルカリ性でも酸性でもなければ何性 ?,理系,両性,間性,双性,中性,中性
電荷を帯びた原子のことを、何といつう?,理系,アピビタ,イオン,セブン,ユニー,イオン
次のうち、物質の質量を体積で割って得られるものはどれ?   「,理系,濃度,角度,温度,密度,密度
和名を「多石」や「かぼちゃ石」などという、中生代の代表的な示準化石は何 ?,理系,アンモボポーン,アンモルーク,アンモキング,アンモナイト,アンモナイト
次のうち、点対称である図形はどれ 2?,理系,正方形,正五角形,正三角形,正七角形,正方形
「食中植物」と呼ばれる植物が、主に捕食するのはどのような動物 ?,理系,昆虫,水草,キノコ,プラスチック,昆虫
動物の食性で、植物と動物の両方を食べるものを何という ?,理系,雑食性,交食性,合食性,並食性,雑食性
小腸の内壁にある、養分を吸収するための突起を何という ?,理系,柔毛,寺毛,細毛,猫毛,柔毛
次の生物のうち、足の数が最も多いのはどれ2?,理系,ムカデ,ウマ,ハチ,クモ,ムカデ
次のうち、イルカやコウモリが餌を取るときに使うものはどれ?,理系,紫外線,超音波,マイクロ波,電磁波,超音波
次のうち、乗り物などが音速を超えたときに発生する大きな音を指す言葉はどれ ?,理系,フルソニック,ビッグソニック,ソニックサウンド,ソニックブーム,ソニックブーム
次のうち、細菌など極めて小さいものを観察するのに適しているのはとれ?,理系,顕微鏡,,双眼鏡,補眼,顕微鏡
一般的な光学顕微鏡で、観察の際に「ステージ」に置かれるものはどれ?,理系,接眼レンズ,対物レンズ,反射鏡,プレパラート,対物レンズ
特に南極上空で観測される、フロンガスなどの影響で、オゾン層が薄くなっている部分を何という ?,理系,オゾンサークル,オゾンドロップ,オゾンホール,オゾンピット,オゾンホール
恐竜が栄えた、中生代2番目の地質にちる幅7     「,理系,ジュラルミ紀,ジュラル紀,ジュラ紀,ジュラルミン紀,ジュラ紀
次のうち、セミが幼虫の間を過ごす場所はどこ ?     「,理系,雲の中,水の中,土の中,火の中,土の中
地球はいくつの衛星を持っている ?,理系,3つ,持っていない,1つ,2Zつ,1つ
1分間に心臓が何度血液を全身に送り出すかを示す値は何2,理系,振動数,回転率,心臓数,心拍数,心拍数
見た目がある樹木の葉っぱに似ていることから名が付けられた、ケガ人どす20あ/MEpル>とく 半/,理系,松葉杖,桐葉杖,相葉杖,艇葉杖,松葉杖
演算を行う電卓やコンピューターが、扱える数値の限界を超えることを何という ?,理系,アンダーフロー,サイドフロー,オーバーフロー,フローチャート,サイドフロー
ホルミウム、ハッシウム、水素の元素記号を表記するのに共通して用いられるアルファベットは何 ?,理系,S,E,H,0,H
"プレパラート、反射鏡、接眼レンズといえばどんな器具についている部ロ
ロロ ?",理系,ビーカー,ルーペ,フラフラスコ,顕微鏡,顕微鏡
別名をクローバーという、マメ科の植物の名前は何 ?,理系,シロツメクサ,クロツメクサ,アオツメクサ,ミドリツメクサ,シロツメクサ
ギリシャ紳ち話の巨人の名がつけられた、土星最大の衛星は何 ?,理系,タイタン,ゴリアテ,ネレイド,カロン,タイタン
北極星を探すために使われる、ローマ字の「W」に似た形に並んだ星座は何?,理系,カシオコンビ座,カシオデュオ座,カシオペア座,カシオセット座,カシオペア座
マグニチュード」といえば、何の大きさを示す単位 ?,理系,火事,"選到
四",洪水,地震,地震
口腔内の細菌による酸の産生がほとんどなく、中歯になりにくいと言われる甘味料とは?,理系,キシリトール,ガラクトース,グルコース,オリゴ糖,キシリトール
花びらが一つつ一つ離れている花を何という?,理系,単弁花,ばらばら花,離弁化,合成花,離弁化
「デンタルケア」とは、体のどの部分のケアのこと 2?,理系,かかと,目,腕,歯,歯
次のうち、一般的なサイコロの形に最も近い立体はどれ?,理系,球,立方体,円柱,三角雛,立方体
動物実験用のマウスの体の色は、一般的に、何色 ?,理系,茶色,紫色,黒色,日色,日色
「双子葉類」の根は、「側根」と何という根から成る?   ーー,理系,基根,先根,主根,要根,主根
けいれんするとしゃっくりが起こる、体の胸腔と腹腔を分ける筋肉を何という3?,理系,棚膜,年透膜,横隔膜,くも膜,横隔膜
天竜、屋久、吉野、秋田といえはば、どんな樹木の種類 ?,理系,マソ,ウメ,ソテツッ,スギ,スギ
バニラの香りの主成分となっている分子式C8H803の物質は何 ?,理系,コニリン,バニリン,アニリン,ポニリン,バニリン
次のうち、直星の別名として正しいのは ?,理系,ほうさ量,塵取り星,ルンバ星,掃除機是,ほうさ量
次の海に住む動物のうち、「セキツイ動物」ではない動物はどれ?,理系,サメ,マグロ,ヒトデ,イルカ,ヒトデ
人間の体で、「親知らず」があるのはどこの中 ?     」,理系,口の中,鼻の中,耳の中,目の中,口の中
