Q,Category,K1,K2,K3,K4,A
かつて存在した、手塚治虫、赤塚不二夫、藤子不二雄らが暮らしていたアパートの名前は何 ?,アニメゲーム,トキワ壮,ホンダ荘,ハクバ荘,クロス荘,トキワ壮
ゲーム 『!超執刀 カドゥケウス』で、プレーヤーはどんな職業になってプレーする ?,アニメゲーム,医者,弁護士,消防士,茜宗世,医者
ゲーム 『ロックマン2』の敵キャラで、次のうち、炎を自由に発生させることができるのはどれ?,アニメゲーム,ヒートマン,"エアー
マン",バブルマン,ウッドマン,ヒートマン
特撮ドラマ『仮面ライダークウガ』や『仮面ライダーゴースト』を、総称して何シリーズという ?,アニメゲーム,昭和仮面ライダー,大正仮面ライダー,邊成仮面ライダー,明治仮面ライダー,昭和仮面ライダー
アニメ映画『崖の上のポニョ」』の監4:                      -,アニメゲーム,庵野秀明,今敏,品崎駿,妹漂明,品崎駿
次のうち、漫画『けいおん ! 』のバンド「放課後ティータイム」のメンバーが演奏しない楽器はどれ?,アニメゲーム,三味線,ドラム,ベースズ,キーボード,三味線
アニメ 『美少女戦士セーラームーン』に登場する「ちびうさ」といえば、未来の誰の娘 ?,アニメゲーム,水野亜美,木野まこと,月野うさぎ,火野レイ,月野うさぎ
世界最大のコンピュータゲームの見本市「E3」が開催される国はどこ ?,アニメゲーム,アメリカ,ドイツ,フラフランス,オランダ,アメリカ
漫画 リドラえもん』で、ジャイアンが率いる「ジャイアンズ」といえばどんなスポーツのチーム ?,アニメゲーム,駅伝,野球,ラグビー,スキー,野球
「西遊』 をモチーフにしたゲーム『ソンソン』で、2プレーヤーが操作する豚のキャラの名前は何 ?,アニメゲーム,ポンポン,トントン,ロンロン,コンコン,トントン
ゲーム 『桃太郎電鉄』シリーズで、全員の借金を帳消しにしてくれるカードは次のうちどれ ?,アニメゲーム,徳政令カード,ぶっとびカード,リニアカード,牛歩カード,徳政令カード
ひうらさとるの漫画『ホタルノヒカリ 』から誕生した、ぐうたらな女性を指す言葉は何?,アニメゲーム,叩き女,煮物女,刺身女,干物女,干物女
RPG『ドラゴンクエスト』シリーズに登場するゾンビ系の敵「〇〇〇したい」 Oo 〇〇〇は何 ?,アニメゲーム,くさった,とがった,わらった,おこった,くさった
ゲーム 『BASEBALL HEROES」 の題となっているスポーツは何?2,アニメゲーム,ラグビー,野球,柔道,サッカー,野球
副題を『箕子姉さんの止まらないモノローグ』という田ロケンジの漫画は何 ?,アニメゲーム,姉ログ,兄ログ,妹ログ,葛ログ,姉ログ
未次由紀の漫画『ちはやふる』の次の登場人物のうち、女性は誰?_,アニメゲーム,綾瀬千早,旨谷新,真島太一,駒野勉,綾瀬千早
望月峯太郎の漫画『バタアシ金魚』の主人公、カオルが入部した部活は何部 ?,アニメゲーム,,サッカー部,合唱部,水泳部,水泳部
次の落ち物パズルゲームのうち、上から硫雀朋が降ってくるものはどれ?,アニメゲーム,ジョイジョイキッド,落雀,ボンブリス,戦球,落雀
次のうち、音楽ゲームはどれ2?,アニメゲーム,パラッパラッパー,俺の尼を越えてゆけ,ポポロクロイス物語,トリックロジック,パラッパラッパー
まえだくんの漫画『ヒャッハーだよJO〇つOO』。〇つつ〇〇は何 ?,アニメゲーム,ふな っつっ し一,ひこにゃん,くまもん,せんとくん,ふな っつっ し一
『それいけ! アンパンマン』の次の登場キャラクターのうち、「どんぶりまんトリオ」でないのは誰 ?,アニメゲーム,かまめしどん,おむすびまん,てんどんまん,カツドンマン,おむすびまん
漫画 !ONE PIECE』に登場するウソップは「何の王様」と呼ばれている ?,アニメゲーム,卿罪,脱獄,居合,狙撃,狙撃
受験生・五代裕作を主人公とする、高橋留美子原作のアニメは何 ?,アニメゲーム,めぞん一亡,ばれす一刻,こ一ぼ一刻,はいつ一刻,めぞん一亡
漫画『曖国のモリアーティ』に登場する名探偵は誰 ?     -,アニメゲーム,エルキュール・ポアロ,金田一耕助,シャーロック・ホームズ,明久小五朗,シャーロック・ホームズ
2018年にゲーム『大乱闘スマッシュ-ラザーズSPECIAL』を発売した会計はとどこ?,アニメゲーム,スクウェア・エニックス,セガ,カプコン,任天室,任天室
次の『ストリートファイター』シリーズに登場する人物のうち、中国出身であるのは誰 ?,アニメゲーム,ブランカ,春鹿,ザンギエフ,ダルシム,春鹿
1989年に発売されたファミコンゲー/「悪魔城伝説』 は、何というゲームのシリーズ作品 ?,アニメゲーム,グラディウス,ツインビー,魂斗弟,悪魔城ドラキュラ,悪魔城ドラキュラ
「修羅の刻』 という外伝的作品がある、川原正敏の漫画は何 ?,アニメゲーム,ましろのおと,鉄挙チンミ,かくしごと,修の門,修の門
スーパー戦際シリーズの作品で、「秘密戦際』といえば何レンジャー ?,アニメゲーム,ジュウレンジャー,ターボレンジャー,ゴレンジャー,ダイレンジャー,ゴレンジャー
2016年に『北宇治高校吹奏楽部へようこそ』という副題で劇場版が公開されたアニメは何 ?,アニメゲーム,クレヨンしんちゃん,デジモンアドベンチャー,審け1! ユーフォニアム,遊尋戯交王,審け1! ユーフォニアム
小栗左多里の漫画『〇〇〇は外国人』と西原理恵子 『つOO〇OO〇は70歳』のの100)!の)たく申本,アニメゲーム,ダディ,ダーリン,ハズバンド,スイート,ダーリン
行きたいり場所に行くことができる、『ドラえもん』に登場するひみつ道具は次のうちどれ?,アニメゲーム,いつでもドア,どこでもドア,なんでもドア,だれでもドア,どこでもドア
映画『となりのトトロ』で、架空の妖怪「ススワタリ」につけられた呼ひ名は何 ?,アニメゲーム,まっさいろさすけ,まっくろくろすけ,まっしろしろすけ,まっさおあおすけ,まっくろくろすけ
合同ペンネーム「藤子不二雄」で漫画を発表していた2人のペンネームは、有藤子不二雄Aと何?,アニメゲーム,藤子・B・不二雄,藤子・F・不二雄,藤子・M・不二雄,藤子・Z・不二雄,藤子・F・不二雄
30歳の独身男性と6歳の少女との共同生活を描いた宇仁田ゆみの漫画は『O〇O〇ドロップ』。〇〇〇は 3,アニメゲーム,さつね,うさぎ,さりん,たぬき,うさぎ
アニメ「セーラームーン』で、月野うさきぎが変身するのは何 ?  「,アニメゲーム,セーラーヴィーナス,セーラームーン,セーラーマーズ,セーラーマーキュリー,セーラームーン
漫画に描かれる表現で、寝ている状態を表すアルファベット3文字といえば次のうちどれ ?,アニメゲーム,WWW,YYY,XX,Z/Z〆Z,Z/Z〆Z
「十円安」のあだ名を持つ少年・則安を主人公とするアニメは『はれとさどとさきさ〇の〇O〇O』 。 のの〇は ?,アニメゲーム,ぶた,とら,うし,うま,ぶた
次のうち、アイスホッケーを題材にした漫画はどれ ?            「,アニメゲーム,水球姫,ファンタジスタステラ,BE BLUES!,競女中,水球姫
次のうち、アニメ『ヤッターマン』のドロンボー一味に含まれないのは上:壮4,アニメゲーム,ボヤッキー,トンズラー,ドロンジョ,ガンちゃん,ガンちゃん
怪交アルセーヌ・ルパンの孫である大泥棒の姿を描いた、モンキー・パンチの漫画は『ルパン何世』 ?,アニメゲーム,ルパンニ世,ルパン五世,ルパン四世,ルパン三世,ルパンニ世
次のうち、アニメ『ドラえもん』に登場するガキ大将の名前はどれ ?,アニメゲーム,ジャイアン,ブタゴリラ,ゴリライモ,カバ夫,ジャイアン
『メンドク星マーチ』『ケロッ!とマーチ』といえば、何というアニメ作品で使われていた曲 ?,アニメゲーム,イナズマイレブン,ケロロロ軍曹,ダンボール戦機,アニマル横町,ケロロロ軍曹
次の劇場版『ドラえもん』のうち、過去の世界が舞台となっている作品はとどれ?,アニメゲーム,のび太の恐間,のび太と雲の王国,のび太と緑の巨人伝,のび太と銀河超特島,のび太の恐間
次の『週刊少年マガジン』連載の漫画のうち、野球を題材にした作品はとれ?,アニメゲーム,ダイヤのA,風夏,半獄のカルマ,探偵大シャードック,ダイヤのA
吉田はるゆきの漫画『ピビンポンドライブ』で摺かれているスポーツは回角,アニメゲーム,テニス,目球,水球,バスケットボール,目球
次のうち、京都を舞台にした漫画はとれ ?           「,アニメゲーム,おこしやす,紳戸在住,外の尼,てんむす,おこしやす
アニメ 『南の島の小さな飛行機 バーディー』に登場するビーは何の生さ物の姿をした旅客機 ?,アニメゲーム,チョウ,力,ハエ,ミツバナチ,ミツバナチ
アニメ『タイムボカン24』に登場する次の人物のうち、女性は誰 ?,アニメゲーム,オヤダーマ,ビマージョ,スズッキー,ツブヤッキー,ビマージョ
次のうち、諫山創のベストセラー温画のタイトルはどれ?,アニメゲーム,進撃の巨人,進撃の阪視,進撃の中日,進撃の広島,進撃の巨人
上戸彩主演で映画化もされた、小山ゆうの漫画は何 ?,アニメゲーム,おててい!竜馬,スプリンター,がんばれ元気,あずみ,あずみ
『ボクと巫女と得職と』という副題がつけられている、田中ユキの漫画は何 ?,アニメゲーム,下和汗のススメ,すずめすずなり,しおんの土,ほしのこえ,下和汗のススメ
次のうち、通常は月曜日に発売される漫画雑誌はどれ?,アニメゲーム,週刊少年チャンピオン,週刊少年ジャンプ,週刊少年サンデー,週刊少年マガジン,週刊少年ジャンプ
レースゲーム『チョコボレーシング』は、何というRPGのスピンオフ作品 ?,アニメゲーム,ファイナルファンタジー,女紳転生,ゼルダの伝説,ドラゴンクエスト,ファイナルファンタジー
スタジオジブリの映画『もののけ姫」の主題歌を歌った歌手は誰 ?,アニメゲーム,二階堂和美,手過葵,米良美一,坂本洋子,米良美一
ミュージシャンのつんく〆ガが開発に参加した、任天堂の音楽ゲームは「何天国』 ?,アニメゲーム,リズム天国,ハーモニー天国,テンボ天国,メロディー天国,リズム天国
