Q,Category,K1,K2,K3,K4,A
日本でも人気の、オーストラリア出身のモデル、ミランダ・〇〇〇。CXつに入る名前は何 ?,芸能,ゴー,カー,キー,ケー,カー
「島唄』を歌ったグループは何 2,芸能,THE BOOM,気志較,GLAY,BZz,THE BOOM
映画監督フランシス・コッポラの挑にあたる、映画『ナショナル・トレジャー』 などに主演した俳優は誰 ?,芸能,マイケル・ケイジ,ベン・ケイジ,ジョン・ケイジ,ニコラス・ケイジ,ニコラス・ケイジ
次のうち、多くの人を惹きつける魅力を持ったモデルを指す言葉はどれ?,芸能,指スマモデル,カリスマモデル,アイスマモデル,クリスマモデル,カリスマモデル
小林綾子、田中裕子、乙包信子の3人がヒロインを演じた、NHK連続テレビ小説は何?,芸能,おしん,うず潮,あかつき,あしたの風,おしん
余命わずかの青年が、大切なものを世界から消すことで1日の命を得るという、佐藤健主演の映画は何 ?,芸能,世界から猫が消えたなら,ROOKIES,るろうに剣心,バクマン。,世界から猫が消えたなら
ずンまだんけといえば、どんなおもちゃを使ったパフォーマンスでおなじみのコンビ ?,芸能,こま,ヨーヨー,けんだま,たけうま,けんだま
TBSのバラエティ番組『金スマ」の「金」は何の略2           -,芸能,金太郎,金字塔,金曜日,金融庁,金曜日
コブクロのヒット曲『永速にともに』。 「永遠」は何と読む ?,芸能,とこしえ,えいえん,とわ,はるか,とわ
劇中歌『名旋交響曲」などが有名な、ヴェルディ作曲のオペラは何 ?,芸能,ユーダ,マイーダ,"に        ト
oo ーー
Pe     ダ",アイーダ,アイーダ
次のうち、演歌歌手の小林幸子につけられた異名はどれ?2,芸能,クリティカル,ヒットポイント,ラスボス,ダンジョン,ラスボス
次のうち、フジテレビで放送されている音楽番組はどれ ?2,芸能,音楽の日,MUSIC STATION,紅白歌合戦,FNS歌謡祭,FNS歌謡祭
人生で失敗した人が授業を行うテレビ朝日の番組『〇CO〇〇つ 俺みたいになるな! 。 の〇の〇びは何 ?,芸能,さえずり先生,おきざり先生,しくじり先生,くすぐり先生,しくじり先生
かつて存在したテレビ朝日の2時間ドラマ枠は何2,芸能,土曜ワイド劇場,土曜サイド劇場,土曜ライド劇場,土曜ガイド劇場,土曜ワイド劇場
元フジテレビアナウンサー、有貸こ〇つつ〇つ。O〇OO〇〇は何 ?    _,芸能,さつき,やよい,うづき,むつき,さつき
1969年にリリースされたビリーバンバンのデビュー曲「『白い〇OOの〇』。CXうに入るものは何 ?,芸能,滑り台,鉄棒,ブランコ,シーソー,ブランコ
劇場が完成して初めて行われる公演のことを何という?,芸能,つるベべ落とし,吊り落とし,切り落とし,こけら沙とし,こけら沙とし
副題を「京都府警 特別捜査班」という、橋爪功・名取裕子主演の連続ドラマは何 ?,芸能,最強のごにん,最強のよにん,最強のふ た り,最強のさんにん,最強のふ た り
東野圭吾の小説を原作としたドラマ『ガリレオ』で、主人公の湯川学を演じた俳優は誰 ?,芸能,岡田将生,山雅治,伊勢谷友介,北村一輝,伊勢谷友介
ポータブルオーディオプレーヤーのWALKMANシリーズを発売している條吐はとこ?,芸能,富士通,SHARP,Apple,ソゾソニー,ソゾソニー
有名人に四字熟語のあだ名をつける技でも注目を浴びたモデル・タレントは誰 ?,芸能,トリンドル玲奈,滝沢カレン,藤田ニコル,ダレノガレ明美,滝沢カレン
映画『カメラを止めるな ! 』の出演て注目を浴びた竹原芳子のかつての芸名はどれ?,芸能,どんぐり,たくあん,しいたけ,かずのこ,どんぐり
ヒット曲『〇は吹いている』 『千の〇つになって』『〇は秋色』の〇に共通して入る言葉は何 ?,芸能,星,風,"記
雪",嵐,風
『ジャンピン』や『GOGOサマー ! 』などのヒット曲がある、韓国の女性グループは何 ?,芸能,JYJ,KARA,FTISLAND,SHINee,KARA
経済学番組『オイコノミア』に出演した、ピースのメンバーは誰 ?,芸能,尾木直樹,又吉直樹,年沢直樹,田中直樹,又吉直樹
BEGINや入川りみによって歌われた曲『涙そうそう』。 何と読む ?,芸能,なだそうそう,もどりそうそう,るいそうそう,なみだそうそう,なだそうそう
アカデミー作品賞を受賞したダニー・ボイル監督の映画『スラムドッグSO〇OOのOO〇』 。 の〇の〇は何 ?,芸能,ミリオネア,ミラクル9,アタック25,へキサゴン,ミリオネア
ファッションビジネスでも活躍するタレント、紳田O〇。〇〇は何 ?,芸能,みの,れの,うの,おの,うの
日本テレビの番組『真実解明バラエティー「! 〇〇〇ハンター』。〇O〇〇は何 ?,芸能,トリック,ストップ,クリック,ブラック,トリック
サッカー選手の長谷部誠の妻であるモデル・タレントは誰 ?2,芸能,有人村栄純,佐藤ありさ,本田細,桐谷美玲,佐藤ありさ
お笑いコンビ・爆笑問題の所属事務所は何 ?,芸能,チタニア,トリトン,タイタン,ガニメデ,タイタン
吉高由里子主演の日本テレビのドラマ『東京つO〇娘』。 〇〇〇は何 ?,芸能,ヤサグレ,モシカメ,コワモテ,タラレバ,タラレバ
「やっとこやっとこ繰り出した」という歌い出しで始まる童謡は何 ?,芸能,おもちゃのマーナチ,おもちゃのサンバ,おもちゃのソナタ,おもちゃのジャズ,おもちゃのマーナチ
『Baby』などの代表曲で知られるカナダの歌手はジャスティン・〇〇〇つ。〇〇の〇は何 ?,芸能,カピバラ,チンチラ,メートリア,ビーバー,ビーバー
イメージカラーは黄色である、ももいろクローバーZのメンバーは次のうちとれ?,芸能,角井詩織,歩井詩織,玉井詩織,飛井詩織,玉井詩織
テレビ朝日の番組 『徹子の部屋」で司会を務めている女優・タレントは上:壮4,芸能,下柳徹子,黒柳徹子,柳生徹子,蛇柳徹子,黒柳徹子
『あまちゃん』『海の上の診療所』『仮面ライダーフォーゼ』などに出演したイケメン俳優は誰 ?,芸能,桐山邊,井上正大,白石隼也,礼士含汰,礼士含汰
究聴者参加型のトーク番組『新婚さん〇OO〇OO〇』。〇つつ〇は何 ?,芸能,いらつしゃい!,さようなら!,こんにちは!,ありがとう!,ありがとう!
次のKPOPグループのうち、メンバーが全員男性なのはどれ ?,芸能,BIGBANG,KARA,RAINBOW,少女時代,BIGBANG
女性として初の国民栄誉賞を受賞した、日本の歌手は誰?2,芸能,美空めじろ,美空ひばり,美空すずめ,美空つばめ,美空ひばり
アイドルグループ・SKE48が活動拠点を置いている都市はどこ ?,芸能,,名古屋,札幌,,名古屋
本名を木本龍雄という、『傷だらけのローラ』などのヒット曲で知られとッにコム中 : 手4,芸能,西城秀樹,東城秀樹,北城秀樹,南城秀樹,西城秀樹
本名を「恥野敵知」という、ナレーションや役者としても活躍しているビピン芸人は誰 ?,芸能,バカリズム,アホテンポ,アホリズム,バカテンポ,バカリズム
"落語家の
】料|
おに生四
「
かぜ」 と呼
平はれ
るにBニち幅時7     -",芸能,台本,座布団,手ぬぐい,羽子,羽子
出身はアンドロメダ3丁目であるという、「宇宙海賊」を名乗るお笑い芸人は誰 ?,芸能,ゴー区ジャス,ゴーS ジャス,ゴー@⑨ジャス,ゴーツジャス,ゴー区ジャス
DJ KOOやSAMといえば、何という音楽グループのメンバー?,芸能,THE BOOM,TRF,ZOT1G,SPEED,TRF
モノマネタレント・ビューティーこくぶが得意とする、独特の語り口調で有名な通信販売会往の人物は誰 ?,芸能,高田明,北義則,片山利雄,前澤友作,高田明
内村光良が司会を務めるバラエティ番組『笑紳様はつ〇に..…』。〇〇に入る言葉は何 ?,芸能,我々,,東京,生分,生分
争不拓と塚地武雅のお笑いコンビは円時,芸能,インパルス,キングコング,ロバート,ドランクドラゴン,ドランクドラゴン
出演者の名前が番組名に入っているような番組を指す用語は何 ?,芸能,葵番組,桂番組,帽子番組,仮面番組,葵番組
宮藤官九郎、阿部サダヲらが所属する、松尾スズキ主宰の劇団は何 ?,芸能,子供計画,成人計画,老人計画,大人計画,子供計画
_。 テレビビ番組『めざまし〇〇〇』 『27時間〇OO〇O〇O』『朝まで生O〇OO!』の〇つつのに共通する言葉は何 ?,芸能,タイム,クラブ,テレビ,ワイド,テレビ
映画「ALWAYS 三丁目の夕日」の舞台となっている都道府県はどこ?,芸能,東京都,京都府,奈川県,千葉県,東京都
織田裕二、鈴木保奈美らが出演したフジテレビの月9ドラマ『〇〇ラブストーリー』。〇〇は何 ?,芸能,幕張,東京,,大阪,東京
タレントの山川恵里佳を妻に持つ、書道家としても活動するタレントは上:壮4,芸能,たぬき,おさる,ばぱばんだ,こねこ,おさる
池井戸潤の小説を原作とした、「倍返しだ」のセリフでも有名なドラマは何 ?,芸能,小沢直樹,井沢直樹,年沢直樹,大沢直樹,年沢直樹
日本の伝統芸能「やぶさめ」といえば、馬に乗りながら何をする ?2,芸能,逆立ちをする,字を書く,矢を射る,食事をする,矢を射る
クリス・マーティンがボーカルを務めるイギリスのロックバンドは何 ?,芸能,ウィンディプレイ,ウォームプレイ,コールドプレイ,ホットプレイ,コールドプレイ
ある歌手の曲を別の歌手が歌うことを何という2?,芸能,バック,ゲット,カバー,ノォロー,カバー
「体ものまね」などのネタでおなじみの、お笑いトリオ・ロバートのメレプAだココもで : 持。,芸能,春山竜次,冬山番次,夏山間次,秋山竜次,秋山竜次
女性タレントの高〇臨、在愛〇、石川〇華の〇に共通して入る漢字1文どゴちくに 2,芸能,査,桃,杭,系り,系り
夫は俳優の三浦友和である、!青い果実』、『いい日旅立ち』などの曲KMIE2Y おにコた: 者,芸能,松田聖子,山口百恵,秩上昌子,桜田淳子,山口百恵
女性お笑いコンビ「オアシズ」のメンバーといえば、大久保佳代子と上:壮4,芸能,白鳥久美子,いとうあさこ,江上敬子,光浦靖子,光浦靖子
落語家の芸名で、鈴光、笑瓶、鈴瓶人生とるととづさりとンにゴとちく貴/,芸能,"ーー    ee
ニニ遊亭
=    ピョ",桂,失忠亭,"古今亭
ゴ",失忠亭
俳優・松山ケンイチの妻である女優は誰 ?,芸能,大雪,大球,小霊,小寒,小霊
ジョン・レノンやポール・マッカートニーがかつて結成していたロックバンドは何 ?,芸能,ビートルズ,レディバーズ,アンツジ,バタフライズ,ビートルズ
出演する少年・少女が「てれび戦士」と呼ばれる、NHK Eテレのテレビ番組といえば何 ?,芸能,奇才てれびマン,入才てれびちゃん,天才てれびくん,凡才てれびさん,天才てれびくん
ドラマ「『DOCTORSて最強の名医て』シリーズに主演した、「エロ男田」の異名を持つ俳優は誰 ?,芸能,沢村大樹,沢村一樹,沢村俊樹,沢村浩樹,沢村一樹
女優の倉科と、歌手の西野に共通する名前は何 ?  「,芸能,カナ,マナ,ハナ,ナナ,カナ
_ 『雨』『気分爽快』『ハエ男』」などのヒット曲がある歌手は誰?,芸能,松たか子,森高千里,華原朋美,今井美樹,森高千里
