1582年、明智光秀が織田信長を自害に追い込んだ事件を、舞台となった寺の名から何という ?,文系,本能紳視の変,本能寺の変,類悩寺の変,類悩利往の変,本能寺の変
Q、B、Yと続いていく文字は何 ?,文系,ギリシャ文字,ロシア文字,フランス文字,トルコ文字,ギリシャ文字
必要のない手助けをされた時に相手に言う言葉「余計な〇OO〇OO〇」。〇〇つつは何 ?,文系,お中元,お世話,お刺身,,お世話
上杉謙信が自らをその生まれ変わりだと信じ、顔印にもしていたとされる仏教の紳様は誰 ?,文系,弁財天,有]買天,昆沙門天,呈駄天,昆沙門天
立法・行政・司法を、それぞれ独立した機関に担当させる政治の仕組みを何という ?,文系,三権分立,三者分立,三方分立,三帝分立,三権分立
「吾墓の辞書に不可能という文字はない」という言葉で有名な、フラン4のち : 拓4,文系,ルイ16世,ロベスピエール,ドニゴール,ナポレオン,ナポレオン
真言未の総本山である金剛峯寺がある、和歌山県の山はどこ2?,文系,護摩壇山,龍得岳,高野山,龍門山,高野山
労働者をこれ以下の給料で雇ってはいけないという、賃金の基準額のことを何という ?,文系,最低賃金,最低慰謝料,最低お駄賃,最低釣壮,最低賃金
大庭葉蔵を主人公とする、太宰治の代表作は何 2,文系,人間成功,人間合格,人間和失格,人間沙第,人間和失格
大鳴門橋に設けられている、鳴門海峡の名物を観察できる施設「〇の道」。〇は何 ?,文系,谷,"ーー
7四",渦,尾根,渦
次のうち、東京23区に実在する区はどれ?          「,文系,目青区,目赤区,目黒区,目白区,目黒区
メキシコの公用語は何語 ?,文系,スペイン語,アフリカーンス語,ドイツ語,ロシア語,スペイン語
次のうち、人生における浮き沈みが激しいことを例えた言葉はどれ?,文系,白あり黒あり,山あり谷あり,老あり若あり,あり後あり,山あり谷あり
天空の山城」の異名を持つ「備中松山城」といえば、どこの都道府県にあるお城?,文系,北海首,鹿児島県,岡山県,東京都,岡山県
次のうち、航空機の離陸を意味する言葉はどれ ?,文系,キックオフ,スピンオフ,スローオフ,テイクオフ,テイクオフ
あるものが欲しくてたまらない様子を例えた言葉「〇〇〇を垂らす」。のの]たき口。,文系,あくび,よだれ,げっぷ,なみだ,よだれ
大星日の夜に、あるものを売るため街に立った少女を描く、アンテルセンの昔話は何?,文系,コンロロ売りの少女,マッチチ売りの少女,ライター売りの少女,トーチカ売りの少女,マッチチ売りの少女
章話『不思議の国のアリス』や『ピーターラビットのおはなし』は、どこの国で書かれた作品 ?,文系,中国,イギリス,日本,韓国,イギリス
若くして結核で亡くなった、江戸幕末の新選組の一番際際長は誰 ?,文系,西郷隆盛,沖田総司,坂本龍馬,勝海舟,沖田総司
歴史用語で、ある地方で強力な経済力や権力を持った一族のことを何という ?,文系,米族,裏族,加族,身族,裏族
グリム童話 『ヘンゼルとグレーテル』で、魔女が住んでいた家はどんな家 ?,文系,お肉の家,お酒の家,お旧子の家,お野朱の家,お旧子の家
長渕剛の曲のタイトルにもなっている、鹿児島湾の火山島はどこ ?,文系,松島,桜島,奥島,梅島,桜島
選挙区の定数や人口規模の差によって生じる、1票の価値のズレを何といつ ?,文系,一票の民意,一票の変化,一票の比車,一票の格差,一票の格差
"謙譲語
1 ロロ 四=
し上げる」を、普通
に 析退の言い方でいうとどうなる ?",文系,食べる,来る,もらう,言う,言う
お笑い芸人や芝居などの一座が地方興行をして回ることを、俗に「何回り」という2?,文系,ガサ回り,ドサ回り,グサ回り,ダサ回り,ドサ回り
堺市、枚方市、岸和田市などの都市がある都道府県はどこ?,文系,山形県,長野県,大阪府,品崎県,大阪府
「メリット」の対義語は何 ?,文系,アンメリット,インメリット,デメリット,アブメリット,デメリット
次のうち、日本で、本州に次ぐ2番目の大きさを誇る島はどれ ?,文系,沖縄本島,北海道,九州,,北海道
公務員などとの間でやりとりされる、不法な報酬のことを何という ?,文系,わいろ,ごいろ,かいろ,はいろ,わいろ
青葉城斑、秋保温泉、楽天モバイルパーク宮城がある東北地方の都市はとどこ?,文系,盛岡市,弘前市,天草市,仙台市,仙台市
ことわざで、失敗が思わぬ良い結果につながることを何という?,文系,怪我の功名,釣新営胆,五十歩百歩,弘法にも筆の誤り,怪我の功名
東京都中央区にある埋立地で、国際質易センターや埋頭 (ふとう) で知られるのはどこ2?,文系,"三ヨ *
しコ 王動
曇海",寺海,"ヽ
QR動
ww",晴海,晴海
イタリアの首都はどこ?,文系,ローマ,トーマ,プーマ,フーマ,ローマ
1Iじ7:10にGトqa 人5レタンレルン4だ:1990年代に湾岸戦争を起こした、イラクの元大統領は誰 ?,文系,チャウシェスク,ヒトラー,バティスタ,フセイン,バティスタ
アキレス、ヘラクレス、ペルセウスなどの英雄が登場する紳話は何 ?,文系,日本紳話,エジプト純話,インド計話,ギリシャ得話,ギリシャ得話
のpる28還レヒゴク モニレを:2py/)7/人7で、販売を有利に進めようという活動を意味する言葉はどれ ?,文系,キャスティング,パッティング,マーケティング,リフティング,マーケティング
本州で、最も九州に近い県はどこ ?,文系,山口県,鳥取県,島根県,兵庫県,山口県
太下洋戦争の発端となった「真珠溶攻撃」の「真珠湾」があるアメリカの州はどこ?,文系,アラスカ州,ハワイ州,カリフォルニア州,ニューヨーク州,ハワイ州
明治利宮、紳田明紳、靖国紳往などの利和計がある都道府県はどこ ?,文系,静岡県,東京都,広島県,忠岡県,東京都
次のうち、空っぽで中身がない様子を意味する言葉はどれ ?    「,文系,あっぷあっぷ,さゆゅゆうぎゅゆう,てんてこまい,すっからかん,すっからかん
徳川家康といえば、江戸幕府の第何代将軍 ?                       「            「,文系,第11代,第3代,第15代,初代,初代
江戸時代に元禄文化が栄えた「上方」といえば、次のうちどのあたりの地方 ?,文系,沖縄・鹿児島,北海道・青森,京都・大阪,香川・徳島,京都・大阪
"中国語
詰 で 「洛
7+ノ
K」と書く飲み物は?",文系,サイダー,牛乳,ヤクルト,コーヒー,サイダー
ギザの三大ピラミッドといえば、カフラー土、 メンカウラー土のものと誰のピラミッド ?,文系,クフ土,キヒ土,力ハ王,ケへ土,クフ土
二宮和志主演で映画化もされた東野圭吾の小説 『O〇O〇データ』 。〇〇〇に入る言葉は何?,文系,ゴールド,サファイア,プラチナ,ダイヤモンド,プラチナ
「おばあさんの耳はどうしてそんなに大きいの 2 」という台詞が有名なペローの童話は何 ?,文系,白ずきんちゃん,黒ずきんちゃん,赤ずきんちゃん,青ずきんちゃん,赤ずきんちゃん
木の幹が腐ることによって生じる穴のことを何という3?,文系,ちょろ,うろ,さよょろ,びろ,うろ
ブエノスアイレスに首都を置く南アメリカの国はどこ ?,文系,ベペルー,アルゼンチン,ブラジル,ボリビア,アルゼンチン
死んだ人や別れた人が残した品物のことを何という ?,文系,垢間見,後見,忘れ見,形見,形見
わらの家、木の枝の家、レンガの家が登場するおとき話といえは何 ?,文系,三匹の子鹿,三匹の子豚,三匹の子猫,三匹の子犬,三匹の子豚
害の中、キツネの子どもがあるものを買いに人間の町へと出かける様子を所いた、新美南吉の曹話は何 ?,文系,"手袋を買
貞いに",耳あてを買いに,マフラーを上買いに,靴下を買いに,"手袋を買
貞いに"
1960年に定められた交通ルールに関する法律「〇〇交通法」。(〇〇は回角,文系,街路,,道路,線路,道路
編岡県にある政令指定都市は、北九州市とどこ2,文系,太宰府市,忠岡市,飯塚市,柳川市,忠岡市
固有種のヤマネコでも有名な、沖縄県で沖縄本島の次に面積の広い島はとどこ?,文系,西表島,東表島,北表島,南表島,南表島
鉄道好きの女性は「鉄子」といいますが、飛行機好きの女性は何という?,文系,空也,空丸,空美,空海,空美
「ばひびぶべぼほ」は「潤音」 ですが、「ばぴぷべぺぼ」は何音?,文系,生濁音,中濁音,全濁音,小濁音,生濁音
1815年のウィーン会議で「永世中立国」と承認された、ヨーロッパの国はとどこ?,文系,フフランス,スイス,スペイン,イタリア,スイス
地球上で、最も面積が大きい大陸は円時,文系,ユーラシア大陸,北アメリカ大陸,アフリカ大陸,南極大陸,ユーラシア大陸
日本にキリスト教を伝えたフランシスコ・ザビエルは、何という修道会の計24山員,文系,フランシスコ会,カルメル会,イエズス会,ドミニコ会,イエズス会
「最高から最低まで」という意味の言葉は「ピンからO〇OO〇」。 〇OO〇〇は ?,文系,カゲまで,アメまで,ユキまで,キリまで,カゲまで
口数が多い人や口が軽い和人のことを、ひらがな5文字で何という 3?,文系,さるすべり,はつすべり,すとろべり,おしゃべり,おしゃべり
