Q,Category,K1,K2,K3,K4,A
ハンドルやブレーキのない間単な構造のソリにうつ伏せに乗って氷のコースを滑る競技は何 2,スポーツ,スケルトン,ライトン,ウィッチハットン,シュートン,スケルトン
中田英寿が初めて所属した海外のクラブでもある、イタリアのサッカークラブといえばどこ?,スポーツ,ペルージヤ,チリジャ,コロンビアジャ,パラグアイジャ,ペルージヤ
打者の近くで落ちることが特徴の、野球の変化球の1つは何2,スポーツ,スティックボール,スプーンボール,ナイフボール,フォークボール,フォークボール
「動く万里の長城」の異名を取った元バスケットボール選手「妹明」のH身国はどこ ?,スポーツ,中国,日本,韓国,ベトナム,中国
元サッカー選手のベッケンバウアーや、元F1ドライバーのシューマッハに共通する愛称は何 ?,スポーツ,里帝,死旨,妖怪,魔王,里帝
競泳のプールで、各コースを仕切る区切りを何という ?,スポーツ,コースアウト,コースター,コースロープ,コースメニュー,コースロープ
バスケットボールの試合などで聞く「ダブルスコア」の意味は何 ?,スポーツ,特定の選手が大量得点,同じ得点数の選手が2人,一方の得点が相手の2倍,引分け,一方の得点が相手の2倍
サッカーで「ヘディング」といえば、使う体の部分はどこ?,スポーツ,選,尻,豆,胸,豆
駅伝で、先頭の走者と一定以上の差カついた場合、次の走者を強制的にスタートさせることを何という2?,スポーツ,後続スタート,繰り上げスタート,中断スタート,追い上げスタート,繰り上げスタート
マラソンなと陸上競技で、レースを途中で取り止めてしまうことを指す王主ヨたぎす<光晴2,スポーツ,あぶない,しんこく,じゅうだい,さけん,さけん
次のうち、「フリースロー」というプレーがあるスポーツはどれ2?,スポーツ,ハンドボール,太極挙,避輸,軟式テニス,ハンドボール
「レスラー」といえば、次のうちどの競技の選手のこと ?,スポーツ,プロレス,トライアスロン,ゴルフ,キックボポボクシング,プロレス
バレーボールで、「S」と表記されるのはどのポジション 2?,スポーツ,セッター,リベロ,レシーバパバー,アタッカー,セッター
上村愛子、里谷多英といえば、どんなウィンタースポーツ競技 ?,スポーツ,モーグル,フィギュアスケート,スキージャンプ,スピードスケート,モーグル
スキー競技を大きく2つに分けると、ノルディック競技と何?,スポーツ,ブルペン競技,アルペン競技,ワッペン競技,ボールペン競技,アルペン競技
陸上競技のうち、やり投げやハンマー投げは特に「何競技」と呼ばれる ?,スポーツ,あっとうてき,さようてきさ,ひょうてきさ,とうてきさ,とうてきさ
プロ野球などで、チームが選手に対して、来期の構想外であることを告げけることを何という?,スポーツ,代理人交渉,戦力外通告,年俸調停,懲戒免職,戦力外通告
サッカーのPK戦で、自チームのゴールを守るのはどのポボポジションの選手?,スポーツ,ディフェンダー,ゴールキーパー,ミッドフィルダー,フォワード,ゴールキーパー
次のうち、女子新体操の5種目に含まれるものはどれ2?,スポーツ,チョーカー,ハンカチーフ,スカーフ,リボン,リボン
ゴルフクラブを大きく2つに分けると、 「ウッド」と何 2,スポーツ,アイアン,コットン,グラス,ペーパー,アイアン
大相撲の力士が所属する、親方が運宮する機関を何と言う ?,スポーツ,相撲部屋,相撲武道館,相撲国技館,相撲ジム,相撲部屋
フィギュアスケートの織田信成。次の歴史上の人物のうち、誰の未座だといわれている ?,スポーツ,織田信長,営原道真,聖徳太子,源頼朝,織田信長
大相撲の「輸湖時代」の「輪」は輔島のことですが、「湖」は誰のこと?,スポーツ,大湖,千代の湖,湖戸,北の湖,北の湖
次のうち、大相撲で、1日の取り組みが全て終わった後に行われる儀式はとどれ?,スポーツ,弓取り式,能取り式,杯取り式,刀取り式,弓取り式
カーレースで、チームに多額のスポンサー料を持ち込むドライバーを特に何という ?,スポーツ,ペイドライバー,ポイドライバー,パイドライバー,プイドライバー,ペイドライバー
次のうち、野球で、投手が打者に向かって投げる球はどれ ?    「,スポーツ,血球,直球,飛球,卓球,直球
次のうち、サッカー選手の三浦知良が、ゴールを決めた後に行うおなじみのパフォーマンスはどれ?,スポーツ,カズタップ,カズダンス,カズ舞踊,カズパントマイム,カズパントマイム
次のうち、試合が行われる場所が四角くないものはどれ ?,スポーツ,バドミントン,相撲,バレーボール,ボクシング,相撲
オリンピック。 日本語の別名といえはばどれ2?,スポーツ,一輪,三輪,五輪,二輪,五輪
中国語で「和花様滑水」と書く冬のスポーツは2?      ーー,スポーツ,白人一首,フィギュアスケート,モーグル,物根つき,フィギュアスケート
サッカーJリーグで、史上最年長のプレー記録を持つ選手は誰 ?,スポーツ,土屋征夫,樺崎正剛,中山雅史,三浦知良,三浦知良
野球選手・監督として活躍した野村克也のニックネームといえば次のうちとれ?,スポーツ,チョーさん,ワンちゃん,ノムさん,カネやん,ノムさん
太田雄貴や千田健太らが活躍した競技は何 ?,スポーツ,水泳,コンバインド,フェンシング,,フェンシング
オリンピックのことを、その旗に拓かれている図から何という2?,スポーツ,五輪,四輪,三輪,二輪,五輪
北海道で誕生した、スティックでボールを打つ、高齢者に人気のスポーツといえば何 ?,スポーツ,ポートボール,ゲートボール,アートボール,ミートボール,アートボール
次のうち、賞金女二にも輝いたことがある女子プロゴルファーは誰 ?,スポーツ,模笑かれは,模衝さくら,横衝もみじ,横峯ふ た ば,模衝さくら
次のうち、「短距離走」に含まれる種目はどれ ?    -,スポーツ,10m競走,100m競走,1000m競走,10000m競走,100m競走
次のうち、オリンピックやカーレースで、3和位以内に入った選手が立つ場所はどれ ?,スポーツ,表彰台,展望台,飛込み台,ちゃぶ台,表彰台
リオネル・メッシはどこの国のサッカー選手?,スポーツ,アイスランド,アゼルバイジャン,アルゼンチン,アンゴラ,アルゼンチン
プロボクサーやプロレスラーが名乗る名前のことを何という ?,スポーツ,ハンドルネーム,ペンネーム,リングネーム,ラジオネーム,リングネーム
ゴルフの一番ウッドのことを何といつう?,スポーツ,ドライバー,スパナ,ニッパー,ペンチ,ドライバー
次の格闘技のうち、相手を足で蹴ってはいけないのはどれ?,スポーツ,テコンドー,ボクシング,ムエタイ,キックボポボクシング,ボクシング
陸上の短距離の記録は、何分の]秒まで計測される ?    ー,スポーツ,100分の1秒,1000分の1秒,10分の1秒,10000分の1秒,100分の1秒
ワールドカップなどを主催している、国際サッカー連盟の略称は何 ?,スポーツ,FAFA,FAFI,FIFI,FIFA,FIFA
プロ野球の首位攻防戦で、普通、戦うのは何位と何位のチーム ?,スポーツ,3位と4位,5位と6位,1位と6位,1位と2位,1位と2位
テニスで、サーブで違反となることを指す言葉は何 ?,スポーツ,パス,"ーー
ミス
me",フォールト,バッド,フォールト
ゴルフのパーとダブルボギー。 打数のと:ヨた9見8 4,スポーツ,3打,2打,5打,0打,2打
大相撲の本場所が行われる都市は、東京、大阪、編岡とどこ ?2,スポーツ,広島,名古屋,長崎,,名古屋
次のうち、ヘルメットの着用が義務付けられている競技はどれ ?,スポーツ,ボクシング,新体操,ボブスレー,相撲,ボブスレー
次のうち、ゴールキーパーがいない絹技はどれ?,スポーツ,サッカー,アイスホッケー,ハンドボール,ラグビー,ラグビー
日本国内では、「講道館ルール」と「国際ルール」の2つで行われる競技といえば何 ?,スポーツ,綱引き,柔道,新体操,バドミントン,柔道
